# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_inframe_insertion+splice_region_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_acceptor_variant+splice_region_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_donor_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_start_lost+disruptive_inframe_insertion	variants_effect_stop_gained	variants_effect_stop_gained+disruptive_inframe_insertion	variants_effect_stop_gained+inframe_insertion	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+inframe_deletion+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_2_5246502_5246887	Gene_FGRRES_03473_M	FGRRES_03473_M		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5248714_5248921	Gene_FGRRES_16258	FGRRES_16258		0	3	1	3	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	500	4	0	265	1	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5250500_5251398	Gene_FGRRES_03475	FGRRES_03475		0	7	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	500	8	0	389	1	0	62	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_5253829_5253905	Gene_FGRRES_03476	FGRRES_03476		0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5255852_5256268	Gene_FGRRES_03477	FGRRES_03477		0	28	4	3	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	27	1	0	0	0	31	0	898	2	0	50	0	0	0	0	0	0	1	0	224	0	0	0	1	0	500
Exon_2_5257795_5258039	Gene_FGRRES_16257	FGRRES_16257		0	0	0	9	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_5259356_5259399	Gene_FGRRES_03479	FGRRES_03479		2	8	13	10	0	0	2	2	0	0	0	0	0	0	0	0	2	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	6	2	0	500	22	0	537	2	0	53	0	0	0	0	0	0	1	0	6	0	0	0	6	0	500
Exon_2_5260956_5261793	Gene_FGRRES_17624_M	FGRRES_17624_M		0	10	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	1	1	0	500	13	0	2831	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0	500
Exon_2_526150_526574	Gene_FGRRES_08144	FGRRES_08144		0	22	20	26	0	0	5	0	0	0	0	0	0	0	0	0	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	17	5	0	500	42	0	1614	4	0	150	0	0	0	0	0	0	0	0	0	0	0	0	17	0	500
Exon_2_5264802_5265001	Gene_FGRRES_03481	FGRRES_03481		0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	3	0	949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_5266240_5266791	Gene_FGRRES_03482	FGRRES_03482		0	4	3	4	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	500	7	0	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_5267414_5267827	Gene_FGRRES_03483	FGRRES_03483		0	1	0	6	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	500	1	0	720	1	0	49	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_5270252_5270421	Gene_FGRRES_03484_M	FGRRES_03484_M		0	1	2	11	0	0	3	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	500	3	0	552	4	0	54	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_2_5271718_5273043	Gene_FGRRES_03485_M	FGRRES_03485_M		0	1	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	5	0	1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_2_5273106_5274386	Gene_FGRRES_03486	FGRRES_03486		0	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	4	0	1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_2_5274760_5276772	Gene_FGRRES_16256	FGRRES_16256		0	4	1	11	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	6	0	500	5	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_2_5277537_5277653	Gene_FGRRES_16255	FGRRES_16255		0	3	5	14	0	0	5	0	0	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	5	0	500	8	0	95	3	0	46	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_2_5281427_5283028	Gene_FGRRES_03489	FGRRES_03489		0	13	8	25	0	0	20	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	20	0	500	21	0	1602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_2_5283133_5283483	Gene_FGRRES_12423	FGRRES_12423		1	5	9	14	0	0	14	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	14	0	500	15	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5284042_5284362	Gene_FGRRES_12422	FGRRES_12422		0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_2_5285443_5285958	Gene_FGRRES_03491	FGRRES_03491		0	4	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	14	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_2_5287023_5287481	Gene_FGRRES_03492_M	FGRRES_03492_M		0	0	4	12	0	0	9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	500	4	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_5288330_5288710	Gene_FGRRES_03493	FGRRES_03493		0	2	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	5	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_2_5290559_5290991	Gene_FGRRES_03494	FGRRES_03494		0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_5292840_5293321	Gene_FGRRES_03495_M	FGRRES_03495_M		0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	4	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_5294173_5294242	Gene_FGRRES_15191	FGRRES_15191		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_5296307_5296491	Gene_FGRRES_03497	FGRRES_03497		0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	2253	1	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5300143_5301046	Gene_FGRRES_03498	FGRRES_03498		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_53011_53983	Gene_FGRRES_17129	FGRRES_17129		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_5302559_5304034	Gene_FGRRES_03499	FGRRES_03499		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_530569_531435	Gene_FGRRES_08145	FGRRES_08145		0	2	8	20	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	2	0	500	10	0	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	500
Exon_2_5310938_5311030	Gene_FGRRES_16254	FGRRES_16254		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5313250_5313399	Gene_FGRRES_03502_M	FGRRES_03502_M		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_5314848_5314994	Gene_FGRRES_20173	FGRRES_20173		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_5316027_5316038	Gene_FGRRES_03503_M	FGRRES_03503_M		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5317946_5318312	Gene_FGRRES_03504	FGRRES_03504		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_5326618_5326740	Gene_FGRRES_16253	FGRRES_16253		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5329234_5329279	Gene_FGRRES_15190	FGRRES_15190		0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5330161_5330405	Gene_FGRRES_03507	FGRRES_03507		1	5	5	6	0	0	2	0	0	0	0	0	0	0	0	0	2	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	0	500	10	0	700	2	0	52	0	0	0	1	0	2	0	0	0	0	0	0	2	0	500
Exon_2_5332263_5333105	Gene_FGRRES_03508	FGRRES_03508		0	1	2	7	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	500	3	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_2_5334647_5335210	Gene_FGRRES_03509	FGRRES_03509		0	0	0	11	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	500	0	0	0	1	0	50	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_2_533472_534213	Gene_FGRRES_08146	FGRRES_08146		0	3	1	21	0	0	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	6	0	500	4	0	399	1	0	407	0	0	0	0	0	0	0	0	0	0	0	0	14	0	500
Exon_2_5336274_5337965	Gene_FGRRES_03510	FGRRES_03510		0	1	1	8	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	0	500	2	0	1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_5340140_5341291	Gene_FGRRES_03511	FGRRES_03511		0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_5342508_5343810	Gene_FGRRES_03512	FGRRES_03512		0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	500	1	0	1303	1	0	248	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_5345411_5345663	Gene_FGRRES_03513	FGRRES_03513		0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_5347075_5348047	Gene_FGRRES_03514_M	FGRRES_03514_M		0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	500	4	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5350505_5352343	Gene_FGRRES_12418	FGRRES_12418		0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5352917_5354038	Gene_FGRRES_12417	FGRRES_12417		0	1	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	500	4	0	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_5356357_5356506	Gene_FGRRES_03516	FGRRES_03516		0	4	2	15	0	0	11	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	11	0	500	6	0	435	1	0	59	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_535655_535832	Gene_FGRRES_08147	FGRRES_08147		0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	500
Exon_2_5358728_5358901	Gene_FGRRES_03517	FGRRES_03517		0	3	2	10	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	4	0	500	5	0	873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_2_5361571_5363715	Gene_FGRRES_03518	FGRRES_03518		0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5364254_5364690	Gene_FGRRES_03519	FGRRES_03519		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_5371367_5371468	Gene_FGRRES_03523_M	FGRRES_03523_M		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5375407_5375607	Gene_FGRRES_03525	FGRRES_03525		0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5377056_5378123	Gene_FGRRES_03526	FGRRES_03526		0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	2	0	1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5378661_5378825	Gene_FGRRES_03527	FGRRES_03527		0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	1	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5381718_5382154	Gene_FGRRES_03528	FGRRES_03528		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_5386480_5386667	Gene_FGRRES_03530_M	FGRRES_03530_M		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5388335_5388517	Gene_FGRRES_03531	FGRRES_03531		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_539611_541599	Gene_FGRRES_08148	FGRRES_08148		0	11	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	23	0	1989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_2_5405852_5406320	Gene_FGRRES_03537	FGRRES_03537		2	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	2	0	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5410953_5411106	Gene_FGRRES_03540	FGRRES_03540		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5422032_5422327	Gene_FGRRES_12416	FGRRES_12416		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_542209_543342	Gene_FGRRES_17095	FGRRES_17095		0	16	11	25	0	0	18	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	7	18	0	500	27	0	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_2_5427699_5428981	Gene_FGRRES_03547	FGRRES_03547		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5429956_5430088	Gene_FGRRES_03548	FGRRES_03548		0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5431985_5432749	Gene_FGRRES_03549	FGRRES_03549		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5436428_5436988	Gene_FGRRES_03550	FGRRES_03550		0	6	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	13	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_544105_545766	Gene_FGRRES_08150	FGRRES_08150		0	35	4	10	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	3	7	0	500	39	0	1662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_5458566_5458935	Gene_FGRRES_03559	FGRRES_03559		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_545975_546049	Gene_FGRRES_17094	FGRRES_17094		0	82	6	37	0	0	15	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	80	20	15	0	500	86	0	1095	2	0	50	0	0	0	0	0	0	2	0	6	0	0	0	20	0	500
Exon_2_5461231_5461271	Gene_FGRRES_16247	FGRRES_16247		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5465802_5466962	Gene_FGRRES_03562	FGRRES_03562		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5467354_5467473	Gene_FGRRES_15193	FGRRES_15193		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5469699_5470214	Gene_FGRRES_03564	FGRRES_03564		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5471293_5471430	Gene_FGRRES_03565	FGRRES_03565		0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5476695_5477018	Gene_FGRRES_12415_M	FGRRES_12415_M		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	63	1	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_5478887_5479087	Gene_FGRRES_20174	FGRRES_20174		0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_5479669_5479723	Gene_FGRRES_03567	FGRRES_03567		0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	1	0	106	1	0	63	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
