# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_deletion+splice_region_variant	variants_effect_disruptive_inframe_insertion	variants_effect_disruptive_inframe_insertion+splice_region_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_acceptor_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_acceptor_variant+splice_region_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_donor_variant+splice_region_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_initiator_codon_variant	variants_effect_initiator_codon_variant+non_canonical_start_codon	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_acceptor_variant+splice_region_variant+intron_variant	variants_effect_splice_donor_variant+disruptive_inframe_deletion+splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_donor_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_start_lost+disruptive_inframe_deletion	variants_effect_start_lost+disruptive_inframe_insertion	variants_effect_stop_gained	variants_effect_stop_gained+disruptive_inframe_deletion	variants_effect_stop_gained+disruptive_inframe_insertion	variants_effect_stop_gained+inframe_insertion	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+inframe_deletion+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_2_7589444_7592054	Gene_FGRRES_04309	FGRRES_04309		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7604824_7605493	Gene_FGRRES_04313	FGRRES_04313		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7608360_7609084	Gene_FGRRES_04314	FGRRES_04314		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7610575_7610661	Gene_FGRRES_04315	FGRRES_04315		0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7612047_7613046	Gene_FGRRES_16127	FGRRES_16127		0	4	4	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	500	8	0	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7614972_7615219	Gene_FGRRES_04317	FGRRES_04317		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7618066_7624698	Gene_FGRRES_12276	FGRRES_12276		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	6633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7625274_7625378	Gene_FGRRES_12275	FGRRES_12275		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7627299_7628579	Gene_FGRRES_04319	FGRRES_04319		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7637247_7637322	Gene_FGRRES_04321	FGRRES_04321		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7641945_7644248	Gene_FGRRES_04322	FGRRES_04322		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7645778_7646917	Gene_FGRRES_04323	FGRRES_04323		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7649009_7649314	Gene_FGRRES_04324	FGRRES_04324		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7652731_7653237	Gene_FGRRES_04325	FGRRES_04325		0	1	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	500	1	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7655288_7655877	Gene_FGRRES_04326	FGRRES_04326		0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	500	2	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7657225_7657358	Gene_FGRRES_04327	FGRRES_04327		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7660217_7664107	Gene_FGRRES_16126	FGRRES_16126		0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7667200_7668025	Gene_FGRRES_04330	FGRRES_04330		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7669495_7669755	Gene_FGRRES_20203	FGRRES_20203		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7673262_7673312	Gene_FGRRES_04331	FGRRES_04331		0	1	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	3	0	1556	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_2_7689059_7689421	Gene_FGRRES_04334	FGRRES_04334		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7691309_7691380	Gene_FGRRES_15236	FGRRES_15236		0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	500	1	0	102	1	0	284	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7692504_7692559	Gene_FGRRES_04335	FGRRES_04335		1	2	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	500	3	0	700	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_2_7696065_7696076	Gene_FGRRES_16125_M	FGRRES_16125_M		0	4	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	500	5	0	3014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7701185_7701189	Gene_FGRRES_16123_4_M	FGRRES_16123_4_M		1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	2445	2	0	262	0	0	0	1	0	2	1	0	6	0	0	0	1	0	500
Exon_2_7709411_7711954	Gene_FGRRES_04339	FGRRES_04339		0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	500	4	0	2544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7714745_7715005	Gene_FGRRES_15237	FGRRES_15237		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7715469_7715766	Gene_FGRRES_16122	FGRRES_16122		3	1	2	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	310	1	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7719309_7719923	Gene_FGRRES_04340	FGRRES_04340		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7720366_7720713	Gene_FGRRES_04341	FGRRES_04341		0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7722900_7723177	Gene_FGRRES_04342	FGRRES_04342		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7725318_7725836	Gene_FGRRES_04343	FGRRES_04343		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7727880_7728052	Gene_FGRRES_04344	FGRRES_04344		1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7729807_7730114	Gene_FGRRES_04345	FGRRES_04345		0	0	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	500	2	0	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7734619_7735449	Gene_FGRRES_04347	FGRRES_04347		0	0	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500	1	0	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7735804_7736136	Gene_FGRRES_12269	FGRRES_12269		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7736808_7736835	Gene_FGRRES_15238	FGRRES_15238		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7744113_7745390	Gene_FGRRES_04350	FGRRES_04350		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7748613_7748646	Gene_FGRRES_04351	FGRRES_04351		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7752278_7753120	Gene_FGRRES_04352	FGRRES_04352		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7753872_7754095	Gene_FGRRES_04353	FGRRES_04353		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7756291_7756584	Gene_FGRRES_12267	FGRRES_12267		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7765526_7765825	Gene_FGRRES_12266	FGRRES_12266		0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	500	1	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7767161_7767370	Gene_FGRRES_15239	FGRRES_15239		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7767383_7767542	Gene_FGRRES_04355	FGRRES_04355		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7769634_7769796	Gene_FGRRES_04356	FGRRES_04356		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7773749_7774426	Gene_FGRRES_04357	FGRRES_04357		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7776276_7778182	Gene_FGRRES_04358	FGRRES_04358		1	1	0	6	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	500	2	0	39	2	0	431	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7779694_7781358	Gene_FGRRES_04359	FGRRES_04359		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	2	0	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7783102_7783431	Gene_FGRRES_04360	FGRRES_04360		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7785543_7787211	Gene_FGRRES_04361	FGRRES_04361		0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1724	1	0	87	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7790411_7791532	Gene_FGRRES_04362	FGRRES_04362		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7796131_7796151	Gene_FGRRES_04363	FGRRES_04363		0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	256	0	0	0	0	0	0	0	0	0	2	0	256	0	0	0	0	0	0
Exon_2_7801189_7804095	Gene_FGRRES_04366	FGRRES_04366		0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	2907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_7805396_7806448	Gene_FGRRES_04367	FGRRES_04367		2	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	500	5	0	1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7807920_7807962	Gene_FGRRES_04368	FGRRES_04368		0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	3	0	1211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7809522_7809699	Gene_FGRRES_04369	FGRRES_04369		0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	500	1	0	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7812772_7814210	Gene_FGRRES_04370	FGRRES_04370		0	1	1	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	500	2	0	1439	1	0	55	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7815716_7816081	Gene_FGRRES_04371	FGRRES_04371		0	4	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	2	0	500	3	0	354	1	0	61	0	0	0	0	0	0	1	0	177	0	0	0	2	0	500
Exon_2_7816875_7817561	Gene_FGRRES_04372_M	FGRRES_04372_M		0	2	2	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	500	4	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7818393_7818726	Gene_FGRRES_04373	FGRRES_04373		0	1	3	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	500	4	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7820942_7821545	Gene_FGRRES_04374_M	FGRRES_04374_M		0	7	3	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	6	0	500	10	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7823220_7823849	Gene_FGRRES_04375_M	FGRRES_04375_M		0	4	6	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	6	0	500	9	0	1228	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	4	0	500
Exon_2_7826020_7826892	Gene_FGRRES_04376	FGRRES_04376		0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	2	0	873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_2_7828848_7829153	Gene_FGRRES_04378	FGRRES_04378		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7833151_7834218	Gene_FGRRES_04379	FGRRES_04379		0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	2	0	1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7834923_7835651	Gene_FGRRES_04380	FGRRES_04380		0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_2_7837106_7837405	Gene_FGRRES_12265	FGRRES_12265		3	8	15	81	0	0	0	0	26	2	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	55	26	0	500	26	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	500
Exon_2_7838399_7838565	Gene_FGRRES_04381	FGRRES_04381		1	42	17	125	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	40	17	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	38	65	20	0	500	56	0	104	40	0	209	0	0	0	0	0	0	4	0	145	0	0	0	65	0	500
Exon_2_7845679_7846498	Gene_FGRRES_04382	FGRRES_04382		0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	500	2	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7848673_7850064	Gene_FGRRES_04383	FGRRES_04383		0	6	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	7	0	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	500
Exon_2_7850301_7851809	Gene_FGRRES_04384	FGRRES_04384		0	2	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	500	2	0	1509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
