# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_deletion+splice_region_variant	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_donor_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_inframe_insertion+splice_region_variant	variants_effect_initiator_codon_variant	variants_effect_initiator_codon_variant+non_canonical_start_codon	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_acceptor_variant+splice_region_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_donor_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_start_lost+disruptive_inframe_insertion	variants_effect_start_lost+inframe_insertion	variants_effect_stop_gained	variants_effect_stop_gained+disruptive_inframe_insertion	variants_effect_stop_gained+inframe_insertion	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_2_7708538_7708807	Gene_FGRRES_15018	FGRRES_15018		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7709411_7711954	Gene_FGRRES_04339	FGRRES_04339		0	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	500	5	0	2544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7715469_7715766	Gene_FGRRES_16122	FGRRES_16122		1	5	5	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	10	0	310	1	0	96	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
Exon_2_7719309_7719923	Gene_FGRRES_04340	FGRRES_04340		0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	2	0	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7720366_7720713	Gene_FGRRES_04341	FGRRES_04341		0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7722900_7723177	Gene_FGRRES_04342	FGRRES_04342		0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	500	1	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_772500_772865	Gene_FGRRES_13416	FGRRES_13416		0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7725318_7725836	Gene_FGRRES_04343	FGRRES_04343		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7727880_7728052	Gene_FGRRES_04344	FGRRES_04344		2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7729807_7730114	Gene_FGRRES_04345	FGRRES_04345		0	0	2	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	500	2	0	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7734619_7735449	Gene_FGRRES_04347	FGRRES_04347		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7736808_7736835	Gene_FGRRES_15238	FGRRES_15238		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7738595_7739293	Gene_FGRRES_04348	FGRRES_04348		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7741149_7741258	Gene_FGRRES_04349	FGRRES_04349		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_774130_774199	Gene_FGRRES_08235_M	FGRRES_08235_M		0	5	2	25	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	21	0	500	7	0	1999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_2_7747142_7747360	Gene_FGRRES_20204	FGRRES_20204		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7748613_7748646	Gene_FGRRES_04351	FGRRES_04351		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7753872_7754095	Gene_FGRRES_04353	FGRRES_04353		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7756291_7756584	Gene_FGRRES_12267	FGRRES_12267		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_77609_78115	Gene_FGRRES_13466	FGRRES_13466		2	2	4	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	8	2	0	500	8	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	500
Exon_2_7765526_7765825	Gene_FGRRES_12266	FGRRES_12266		0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	500	1	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7767161_7767370	Gene_FGRRES_15239	FGRRES_15239		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7767383_7767542	Gene_FGRRES_04355	FGRRES_04355		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_776762_776875	Gene_FGRRES_08236	FGRRES_08236		1	2	4	15	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	13	0	500	6	0	114	2	0	83	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_2_7769634_7769796	Gene_FGRRES_04356	FGRRES_04356		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7773749_7774426	Gene_FGRRES_04357	FGRRES_04357		0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	1	0	1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7776276_7778182	Gene_FGRRES_04358	FGRRES_04358		0	1	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	500	2	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7779694_7781358	Gene_FGRRES_04359	FGRRES_04359		0	2	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	500	3	0	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_7783102_7783431	Gene_FGRRES_04360	FGRRES_04360		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7785543_7787211	Gene_FGRRES_04361	FGRRES_04361		0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1724	1	0	87	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_778888_781782	Gene_FGRRES_08237_M	FGRRES_08237_M		1	10	16	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	3	0	500	27	0	2895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7790411_7791532	Gene_FGRRES_04362	FGRRES_04362		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7797642_7798322	Gene_FGRRES_04364	FGRRES_04364		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7801189_7804095	Gene_FGRRES_04366	FGRRES_04366		0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	2907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7805396_7806448	Gene_FGRRES_04367	FGRRES_04367		1	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	500	4	0	1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7807920_7807962	Gene_FGRRES_04368	FGRRES_04368		0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	3	0	1211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7809522_7809699	Gene_FGRRES_04369	FGRRES_04369		0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7812772_7814210	Gene_FGRRES_04370	FGRRES_04370		0	1	1	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	500	2	0	1439	1	0	55	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7815716_7816081	Gene_FGRRES_04371	FGRRES_04371		0	4	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	2	0	500	3	0	354	1	0	61	0	0	0	0	0	0	1	0	177	0	0	0	2	0	500
Exon_2_7816875_7817561	Gene_FGRRES_04372_M	FGRRES_04372_M		0	2	2	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	500	4	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7818393_7818726	Gene_FGRRES_04373	FGRRES_04373		0	1	3	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	500	4	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_782027_782467	Gene_FGRRES_08238	FGRRES_08238		0	4	1	18	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	5	0	500	5	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	500
Exon_2_7820942_7821545	Gene_FGRRES_04374_M	FGRRES_04374_M		0	7	3	14	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	13	0	500	10	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7823220_7823849	Gene_FGRRES_04375_M	FGRRES_04375_M		0	4	6	17	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	4	13	0	500	9	0	1228	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	4	0	500
Exon_2_7826020_7826892	Gene_FGRRES_04376	FGRRES_04376		0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	2	0	873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_2_7833151_7834218	Gene_FGRRES_04379	FGRRES_04379		0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	2	0	1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7834923_7835651	Gene_FGRRES_04380	FGRRES_04380		0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_2_7837106_7837405	Gene_FGRRES_12265	FGRRES_12265		0	3	7	25	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	24	0	500	10	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7838399_7838565	Gene_FGRRES_04381	FGRRES_04381		3	36	8	26	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	32	9	5	0	500	43	0	104	12	0	47	0	0	0	0	0	0	4	0	145	0	0	0	9	0	500
Exon_2_784551_784973	Gene_FGRRES_13415	FGRRES_13415		1	3	1	11	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	7	4	0	500	5	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_2_7845679_7846498	Gene_FGRRES_04382	FGRRES_04382		0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	500	2	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7848673_7850064	Gene_FGRRES_04383	FGRRES_04383		0	6	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	7	0	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_2_7850301_7851809	Gene_FGRRES_04384	FGRRES_04384		0	2	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	500	2	0	1509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_785215_786642	Gene_FGRRES_17075	FGRRES_17075		0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7852227_7853478	Gene_FGRRES_04385	FGRRES_04385		0	2	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	500	4	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7854244_7854257	Gene_FGRRES_04386	FGRRES_04386		0	7	7	10	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	6	0	500	14	0	2222	1	0	57	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_7857029_7858993	Gene_FGRRES_12264	FGRRES_12264		0	4	3	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	4	0	500	7	0	1965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7859275_7859634	Gene_FGRRES_12263	FGRRES_12263		0	2	2	21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	16	1	0	500	3	0	1269	4	0	74	0	0	0	0	0	0	1	0	6	0	0	0	16	0	500
Exon_2_7862067_7862924	Gene_FGRRES_04388	FGRRES_04388		0	21	3	32	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	11	21	0	500	24	0	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	500
Exon_2_7865198_7865257	Gene_FGRRES_15019	FGRRES_15019		0	0	0	19	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7865926_7866015	Gene_FGRRES_04390	FGRRES_04390		1	13	2	23	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	12	2	13	0	500	15	0	943	8	0	56	0	0	0	0	0	0	1	0	90	0	0	0	2	0	500
Exon_2_7868102_7868167	Gene_FGRRES_04391	FGRRES_04391		0	1	2	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	500	3	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_2_7870037_7870064	Gene_FGRRES_16119	FGRRES_16119		0	1	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	500	2	0	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_2_7871921_7872016	Gene_FGRRES_15241	FGRRES_15241		0	1	1	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	500	2	0	123	1	0	231	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_787207_788106	Gene_FGRRES_08240	FGRRES_08240		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7872958_7873003	Gene_FGRRES_04393	FGRRES_04393		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7877055_7877404	Gene_FGRRES_04395_M	FGRRES_04395_M		0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	2	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7878197_7879195	Gene_FGRRES_04396	FGRRES_04396		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7882274_7882447	Gene_FGRRES_04397	FGRRES_04397		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_788320_788745	Gene_FGRRES_13414	FGRRES_13414		0	3	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	500	3	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7885031_7885927	Gene_FGRRES_04398	FGRRES_04398		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7889355_7889513	Gene_FGRRES_04400	FGRRES_04400		0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	500	1	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7894048_7894503	Gene_FGRRES_04401	FGRRES_04401		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_789542_789748	Gene_FGRRES_13413	FGRRES_13413		0	5	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	7	0	43	2	0	80	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_7895592_7895739	Gene_FGRRES_15242	FGRRES_15242		0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7898685_7898996	Gene_FGRRES_12262	FGRRES_12262		0	1	1	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	500	2	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7898694_7898907	Gene_FGRRES_20205	FGRRES_20205		0	1	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	500	1	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7901260_7901396	Gene_FGRRES_04402	FGRRES_04402		0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	500	1	0	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
