# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_2_6781915_6782079	Gene_FGRRES_16163	FGRRES_16163		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_6783979_6784493	Gene_FGRRES_16162	FGRRES_16162		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6785640_6785743	Gene_FGRRES_12324	FGRRES_12324		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6786506_6786740	Gene_FGRRES_04057_M	FGRRES_04057_M		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6807382_6808991	Gene_FGRRES_16159	FGRRES_16159		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6829639_6833199	Gene_FGRRES_16157	FGRRES_16157		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6834347_6835177	Gene_FGRRES_04070	FGRRES_04070		1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	500	2	0	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6839113_6839442	Gene_FGRRES_12316	FGRRES_12316		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_6840069_6841655	Gene_FGRRES_12315	FGRRES_12315		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6858463_6858789	Gene_FGRRES_04077	FGRRES_04077		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6864254_6864720	Gene_FGRRES_16154	FGRRES_16154		0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6867161_6867344	Gene_FGRRES_20194	FGRRES_20194		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6867891_6868862	Gene_FGRRES_16153	FGRRES_16153		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_688057_695295	Gene_FGRRES_08208	FGRRES_08208		0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	7239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6897617_6898562	Gene_FGRRES_04085	FGRRES_04085		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_6923053_6925143	Gene_FGRRES_04095	FGRRES_04095		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6930028_6930092	Gene_FGRRES_16148	FGRRES_16148		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6933606_6935033	Gene_FGRRES_12306	FGRRES_12306		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6938134_6938471	Gene_FGRRES_04099_M	FGRRES_04099_M		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6945697_6947649	Gene_FGRRES_04102	FGRRES_04102		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6950382_6950437	Gene_FGRRES_12304	FGRRES_12304		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_6951679_6951930	Gene_FGRRES_04103	FGRRES_04103		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_697031_697140	Gene_FGRRES_08209	FGRRES_08209		0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	81	0	0	0	0	0	0
Exon_2_6984405_6984451	Gene_FGRRES_04110	FGRRES_04110		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6994585_6994731	Gene_FGRRES_04112_M	FGRRES_04112_M		0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	159	1	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_6995919_6998268	Gene_FGRRES_04113	FGRRES_04113		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_6999038_6999211	Gene_FGRRES_04114	FGRRES_04114		0	0	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	115	1	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7010234_7013349	Gene_FGRRES_04117	FGRRES_04117		0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	500	1	0	3116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7014054_7014138	Gene_FGRRES_15229	FGRRES_15229		0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7023815_7024597	Gene_FGRRES_04120	FGRRES_04120		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7038197_7038217	Gene_FGRRES_04125	FGRRES_04125		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7069272_7069409	Gene_FGRRES_12298	FGRRES_12298		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7071127_7071140	Gene_FGRRES_04133	FGRRES_04133		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7075179_7075895	Gene_FGRRES_04134	FGRRES_04134		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7081388_7082935	Gene_FGRRES_04135	FGRRES_04135		0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7088071_7089104	Gene_FGRRES_16144	FGRRES_16144		0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7115076_7115544	Gene_FGRRES_04150	FGRRES_04150		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7134600_7136925	Gene_FGRRES_16142	FGRRES_16142		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_713959_714049	Gene_FGRRES_08211	FGRRES_08211		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7139600_7139749	Gene_FGRRES_04158	FGRRES_04158		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_714879_715118	Gene_FGRRES_13421	FGRRES_13421		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7154980_7155133	Gene_FGRRES_04167	FGRRES_04167		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7156535_7160770	Gene_FGRRES_04168	FGRRES_04168		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7171055_7175356	Gene_FGRRES_16141	FGRRES_16141		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7201007_7203385	Gene_FGRRES_04180	FGRRES_04180		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7250026_7250246	Gene_FGRRES_16136	FGRRES_16136		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7259837_7259872	Gene_FGRRES_04196	FGRRES_04196		0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	500	1	0	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7269247_7269387	Gene_FGRRES_04201	FGRRES_04201		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_729873_731223	Gene_FGRRES_17081	FGRRES_17081		2	7	6	0	0	0	6	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	15	0	1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_731704_731836	Gene_FGRRES_17080_M	FGRRES_17080_M		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7317754_7317876	Gene_FGRRES_04220	FGRRES_04220		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7320899_7322668	Gene_FGRRES_04221	FGRRES_04221		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7323529_7323624	Gene_FGRRES_04222	FGRRES_04222		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7333242_7334471	Gene_FGRRES_04225	FGRRES_04225		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7338568_7338682	Gene_FGRRES_15009	FGRRES_15009		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7346797_7346959	Gene_FGRRES_04230	FGRRES_04230		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_734679_734969	Gene_FGRRES_17079	FGRRES_17079		0	2	1	8	0	1	1	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	3	0	291	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_2_7348251_7348471	Gene_FGRRES_04231	FGRRES_04231		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_735413_736582	Gene_FGRRES_08220	FGRRES_08220		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7374186_7375310	Gene_FGRRES_04238	FGRRES_04238		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_737454_738272	Gene_FGRRES_08221	FGRRES_08221		0	4	2	5	0	1	2	0	0	0	0	0	1	0	0	0	0	3	4	0	0	0	5	0	141	1	0	48	0	0	0	0	0	0	1	0	141	0	0	0	4	0	500
Exon_2_7382776_7382818	Gene_FGRRES_04241	FGRRES_04241		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_740510_741029	Gene_FGRRES_08222	FGRRES_08222		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7412367_7412408	Gene_FGRRES_04252	FGRRES_04252		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7413391_7414350	Gene_FGRRES_04253	FGRRES_04253		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7420753_7420919	Gene_FGRRES_04257_M	FGRRES_04257_M		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7422725_7423277	Gene_FGRRES_04258_M	FGRRES_04258_M		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_744427_744474	Gene_FGRRES_17078_M	FGRRES_17078_M		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7449328_7449447	Gene_FGRRES_15232	FGRRES_15232		1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7454207_7454255	Gene_FGRRES_12282	FGRRES_12282		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7462963_7463003	Gene_FGRRES_04272	FGRRES_04272		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7464174_7464279	Gene_FGRRES_04273	FGRRES_04273		0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7464995_7465430	Gene_FGRRES_04274	FGRRES_04274		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7477592_7478024	Gene_FGRRES_04279_M	FGRRES_04279_M		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_748194_748259	Gene_FGRRES_08224	FGRRES_08224		0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_75001_75768	Gene_FGRRES_07984	FGRRES_07984		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_7516866_7521768	Gene_FGRRES_04291	FGRRES_04291		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7532272_7533449	Gene_FGRRES_16128	FGRRES_16128		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7541250_7543038	Gene_FGRRES_04296	FGRRES_04296		1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7546957_7547025	Gene_FGRRES_04298	FGRRES_04298		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7553185_7553345	Gene_FGRRES_04299	FGRRES_04299		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7556968_7558064	Gene_FGRRES_04300	FGRRES_04300		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7568543_7569410	Gene_FGRRES_17618	FGRRES_17618		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7600906_7601640	Gene_FGRRES_04312_M	FGRRES_04312_M		0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7608360_7609084	Gene_FGRRES_04314	FGRRES_04314		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7612047_7613046	Gene_FGRRES_16127	FGRRES_16127		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7618066_7624698	Gene_FGRRES_12276	FGRRES_12276		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7692504_7692559	Gene_FGRRES_04335	FGRRES_04335		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7701185_7701189	Gene_FGRRES_16123_4_M	FGRRES_16123_4_M		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7785543_7787211	Gene_FGRRES_04361	FGRRES_04361		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_7809522_7809699	Gene_FGRRES_04369	FGRRES_04369		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_782027_782467	Gene_FGRRES_08238	FGRRES_08238		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_7838399_7838565	Gene_FGRRES_04381	FGRRES_04381		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_787207_788106	Gene_FGRRES_08240	FGRRES_08240		0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_788320_788745	Gene_FGRRES_13414	FGRRES_13414		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_789542_789748	Gene_FGRRES_13413	FGRRES_13413		0	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	43	1	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_791095_791628	Gene_FGRRES_13412	FGRRES_13412		0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_794909_796281	Gene_FGRRES_08243_M	FGRRES_08243_M		0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1373	1	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_798058_798653	Gene_FGRRES_08244	FGRRES_08244		1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	500	1	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8024472_8026437	Gene_FGRRES_04439	FGRRES_04439		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8033605_8034120	Gene_FGRRES_16115_M	FGRRES_16115_M		1	1	1	3	3	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3	0	500	3	0	2997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_803608_805141	Gene_FGRRES_08246_M	FGRRES_08246_M		2	10	14	1	0	1	14	0	0	0	1	0	0	0	2	0	0	9	0	0	0	0	25	0	143	1	0	53	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_2_8063718_8063959	Gene_FGRRES_20208	FGRRES_20208		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8064905_8065665	Gene_FGRRES_12255	FGRRES_12255		0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8079240_8079497	Gene_FGRRES_16110	FGRRES_16110		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8087299_8087932	Gene_FGRRES_04456	FGRRES_04456		0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	634	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_2_8098084_8098396	Gene_FGRRES_04459	FGRRES_04459		1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8101240_8101267	Gene_FGRRES_20209	FGRRES_20209		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
