# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_disruptive_inframe_insertion+splice_region_variant	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant+splice_acceptor_variant+splice_donor_variant+splice_region_variant+splice_region_variant+splice_region_variant+splice_region_variant+intron_variant+intron_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_acceptor_variant+splice_region_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_donor_variant+splice_region_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_inframe_insertion+splice_region_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_donor_variant+inframe_deletion+splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_donor_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_start_lost+disruptive_inframe_insertion	variants_effect_start_lost+inframe_deletion	variants_effect_stop_gained	variants_effect_stop_gained+disruptive_inframe_insertion	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+inframe_deletion+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_2_8619198_8619371	Gene_FGRRES_12211	FGRRES_12211		0	2	0	9	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	7	0	500	2	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_861953_862123	Gene_FGRRES_08267	FGRRES_08267		0	0	2	10	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	500	2	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_2_8620515_8621403	Gene_FGRRES_12210	FGRRES_12210		0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	8	0	902	1	0	53	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_2_8622862_8623220	Gene_FGRRES_04635	FGRRES_04635		1	15	13	61	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	5	13	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	12	0	56	0	500	26	0	532	5	0	50	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0
Exon_2_862676_863125	Gene_FGRRES_08268	FGRRES_08268		1	1	2	14	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	7	0	500	4	0	450	1	0	268	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_2_8627019_8627121	Gene_FGRRES_04636	FGRRES_04636		0	2	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	500	2	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8631304_8631478	Gene_FGRRES_04637	FGRRES_04637		0	7	1	12	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	4	6	0	500	7	0	390	2	0	48	0	0	0	0	0	0	1	0	6	0	0	0	4	0	500
Exon_2_8634062_8634082	Gene_FGRRES_04638_M	FGRRES_04638_M		0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	10	0	210	0	0	0	0	0	0	1	0	6	0	0	0	5	0	500
Exon_2_8643322_8645091	Gene_FGRRES_04641	FGRRES_04641		0	82	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	3	0	0	0	93	0	1770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_8645539_8645789	Gene_FGRRES_04642	FGRRES_04642		0	18	3	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4	3	0	500	21	0	826	2	0	52	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_2_864594_864822	Gene_FGRRES_13406	FGRRES_13406		0	0	1	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	500	1	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	500
Exon_2_8647081_8647527	Gene_FGRRES_04643	FGRRES_04643		0	6	6	13	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	3	3	0	500	10	0	1382	7	0	53	0	0	0	0	0	0	2	0	283	0	0	0	3	0	500
Exon_2_8649921_8650083	Gene_FGRRES_16081	FGRRES_16081		0	6	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	6	0	500	6	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_8652655_8652687	Gene_FGRRES_20217	FGRRES_20217		0	0	1	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	500	1	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_8653599_8653746	Gene_FGRRES_04645_M	FGRRES_04645_M		0	3	4	10	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	7	0	500	7	0	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_8655498_8655605	Gene_FGRRES_04646_M	FGRRES_04646_M		1	3	8	26	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	11	0	500	12	0	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	500
Exon_2_8657449_8657584	Gene_FGRRES_12209_M	FGRRES_12209_M		0	0	0	13	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	500	0	0	0	1	0	130	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_2_8658960_8659847	Gene_FGRRES_04647	FGRRES_04647		0	9	6	5	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	4	0	500	15	0	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8660472_8660726	Gene_FGRRES_16080_M	FGRRES_16080_M		2	7	15	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	3	3	0	500	24	0	790	2	0	72	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_866066_867460	Gene_FGRRES_08269	FGRRES_08269		0	4	5	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	500	9	0	1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_8663069_8663836	Gene_FGRRES_04649_M	FGRRES_04649_M		0	2	1	23	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	20	0	500	3	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_8664255_8665736	Gene_FGRRES_04650	FGRRES_04650		0	4	9	18	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	16	2	0	500	13	0	1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	500
Exon_2_8666105_8666190	Gene_FGRRES_15254	FGRRES_15254		0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_8667426_8668305	Gene_FGRRES_16079	FGRRES_16079		0	4	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	1	0	500	5	0	1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_2_8671188_8671598	Gene_FGRRES_04652_M	FGRRES_04652_M		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8671923_8675221	Gene_FGRRES_16078	FGRRES_16078		0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	5	0	3299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_8677529_8677602	Gene_FGRRES_04654	FGRRES_04654		0	0	1	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	500	1	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8679824_8680711	Gene_FGRRES_04655	FGRRES_04655		1	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	97	3	0	338	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_2_868120_869025	Gene_FGRRES_08270	FGRRES_08270		0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	500	1	0	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_8682218_8682740	Gene_FGRRES_04656	FGRRES_04656		0	10	3	11	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	5	5	0	500	12	0	811	1	0	56	0	0	0	0	0	0	1	0	6	0	0	0	5	0	500
Exon_2_8684452_8684945	Gene_FGRRES_04657	FGRRES_04657		0	9	2	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	4	0	500	11	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_86858_86874	Gene_FGRRES_07987	FGRRES_07987		0	0	2	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	500	2	0	381	2	0	234	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8686025_8686178	Gene_FGRRES_04658_M	FGRRES_04658_M		0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	382	1	0	49	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8688210_8689310	Gene_FGRRES_04659	FGRRES_04659		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8689547_8691601	Gene_FGRRES_04660_M	FGRRES_04660_M		0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	2	0	2055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8692140_8692319	Gene_FGRRES_15255	FGRRES_15255		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8693607_8694098	Gene_FGRRES_04661	FGRRES_04661		0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8694473_8695143	Gene_FGRRES_04662	FGRRES_04662		0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8696097_8696163	Gene_FGRRES_12207	FGRRES_12207		0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	500	2	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8697050_8698135	Gene_FGRRES_04663	FGRRES_04663		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8698599_8699816	Gene_FGRRES_12206	FGRRES_12206		0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	1218	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8700763_8701100	Gene_FGRRES_16077	FGRRES_16077		0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	5	0	466	2	0	56	0	0	0	0	0	0	1	0	6	0	0	0	4	0	500
Exon_2_8702867_8704450	Gene_FGRRES_04665	FGRRES_04665		0	5	2	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	4	0	500	7	0	1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_2_870398_870696	Gene_FGRRES_13405	FGRRES_13405		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	316	1	0	94	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8704959_8705164	Gene_FGRRES_04666	FGRRES_04666		0	6	7	9	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	4	0	500	13	0	132	2	0	104	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_8708028_8708471	Gene_FGRRES_04667	FGRRES_04667		0	39	6	28	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	7	6	0	500	45	0	172	15	0	51	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_2_8709597_8710184	Gene_FGRRES_16076_M	FGRRES_16076_M		0	6	0	9	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	7	0	500	6	0	59	1	0	50	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8711872_8712399	Gene_FGRRES_04669	FGRRES_04669		0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8713921_8714670	Gene_FGRRES_12202	FGRRES_12202		0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8715586_8716173	Gene_FGRRES_04670_M	FGRRES_04670_M		0	4	2	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	3	0	500	5	0	527	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0	500
Exon_2_8717736_8717891	Gene_FGRRES_04671_M	FGRRES_04671_M		2	4	3	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	500	9	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8720021_8720133	Gene_FGRRES_04672	FGRRES_04672		0	2	2	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	500	4	0	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_8722594_8722737	Gene_FGRRES_04673	FGRRES_04673		0	2	4	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	500	6	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_8725694_8725873	Gene_FGRRES_15256	FGRRES_15256		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_8727285_8727388	Gene_FGRRES_04674	FGRRES_04674		0	0	2	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	500	2	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_2_8728819_8729676	Gene_FGRRES_04675	FGRRES_04675		0	2	2	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	500	4	0	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_873026_873140	Gene_FGRRES_13404	FGRRES_13404		0	1	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	500	5	0	1681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8731141_8731276	Gene_FGRRES_15257	FGRRES_15257		0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8732072_8732559	Gene_FGRRES_04676	FGRRES_04676		1	2	1	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	500	3	0	181	1	0	49	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8734155_8734175	Gene_FGRRES_04677	FGRRES_04677		0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	1	0	816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8735448_8736557	Gene_FGRRES_04678	FGRRES_04678		0	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	500	2	0	1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_8738038_8738775	Gene_FGRRES_04679	FGRRES_04679		0	4	7	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	6	2	0	500	10	0	262	1	0	53	0	0	0	0	0	0	1	0	164	0	0	0	6	0	500
Exon_2_8742222_8742409	Gene_FGRRES_16075	FGRRES_16075		0	1	3	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	0	500	4	0	1780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_2_8745992_8746768	Gene_FGRRES_04681_M	FGRRES_04681_M		1	1	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	6	0	0	0	5	0	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_2_8749442_8750443	Gene_FGRRES_04682	FGRRES_04682		0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	2	0	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8751405_8751485	Gene_FGRRES_04683	FGRRES_04683		0	0	2	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	500	2	0	672	3	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_8754153_8755367	Gene_FGRRES_16074	FGRRES_16074		0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	1	0	1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_875480_876940	Gene_FGRRES_13043_M	FGRRES_13043_M		0	4	7	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0	500	11	0	1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_8756681_8756933	Gene_FGRRES_04685	FGRRES_04685		0	2	2	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	6	0	500	4	0	905	1	0	55	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8757973_8758587	Gene_FGRRES_12201_M	FGRRES_12201_M		0	2	2	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	500	4	0	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8760339_8761195	Gene_FGRRES_04686	FGRRES_04686		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8763074_8763616	Gene_FGRRES_04687	FGRRES_04687		0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_2_8763653_8763844	Gene_FGRRES_20218	FGRRES_20218		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_2_8764044_8764163	Gene_FGRRES_04688	FGRRES_04688		0	3	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	500	2	0	761	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	2	0	500
Exon_2_8765660_8765979	Gene_FGRRES_04689	FGRRES_04689		0	4	3	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	500	7	0	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_2_8767443_8767830	Gene_FGRRES_04689_M	FGRRES_04689_M		1	4	8	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	500	13	0	388	2	0	273	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
