# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_inframe_insertion+splice_region_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_donor_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_start_lost+disruptive_inframe_insertion	variants_effect_stop_gained	variants_effect_stop_gained+disruptive_inframe_insertion	variants_effect_stop_gained+inframe_insertion	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_3_2681192_2681804	Gene_FGRRES_16499_M	FGRRES_16499_M		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2688294_2688770	Gene_FGRRES_16500	FGRRES_16500		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2705554_2706168	Gene_FGRRES_05565_M	FGRRES_05565_M		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2707874_2708539	Gene_FGRRES_17672	FGRRES_17672		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	666	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_3_2713326_2713379	Gene_FGRRES_20267	FGRRES_20267		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_3_2717226_2717354	Gene_FGRRES_05569	FGRRES_05569		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2724555_2724880	Gene_FGRRES_05571	FGRRES_05571		0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	3925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2732436_2732483	Gene_FGRRES_05573	FGRRES_05573		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2738138_2738282	Gene_FGRRES_05574	FGRRES_05574		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2740242_2741231	Gene_FGRRES_12758	FGRRES_12758		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2753654_2754215	Gene_FGRRES_05580	FGRRES_05580		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2755817_2757733	Gene_FGRRES_16503	FGRRES_16503		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2759076_2759115	Gene_FGRRES_16504	FGRRES_16504		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2769368_2770882	Gene_FGRRES_05585	FGRRES_05585		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_27693_27954	Gene_FGRRES_04695	FGRRES_04695		0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	500	1	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_2771168_2773213	Gene_FGRRES_05586	FGRRES_05586		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2777371_2779217	Gene_FGRRES_16505	FGRRES_16505		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_277751_278112	Gene_FGRRES_04783	FGRRES_04783		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_2788289_2788442	Gene_FGRRES_05590	FGRRES_05590		0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	2399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_2791618_2794812	Gene_FGRRES_05591	FGRRES_05591		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_279929_280469	Gene_FGRRES_04784	FGRRES_04784		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2803205_2803597	Gene_FGRRES_12763	FGRRES_12763		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_2805702_2805866	Gene_FGRRES_12764	FGRRES_12764		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_2809313_2809912	Gene_FGRRES_05594	FGRRES_05594		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_2812745_2812984	Gene_FGRRES_05595	FGRRES_05595		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2814458_2815058	Gene_FGRRES_16507	FGRRES_16507		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2823354_2824361	Gene_FGRRES_05598	FGRRES_05598		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2824967_2825054	Gene_FGRRES_05599	FGRRES_05599		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2837697_2837855	Gene_FGRRES_05605	FGRRES_05605		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2839323_2839470	Gene_FGRRES_05606	FGRRES_05606		0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2843268_2844814	Gene_FGRRES_05607	FGRRES_05607		0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2845481_2846647	Gene_FGRRES_05608	FGRRES_05608		0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2847199_2847433	Gene_FGRRES_05609	FGRRES_05609		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2849243_2849569	Gene_FGRRES_05610	FGRRES_05610		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2852789_2852806	Gene_FGRRES_05612	FGRRES_05612		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2859036_2860385	Gene_FGRRES_05615_M	FGRRES_05615_M		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_2862828_2863257	Gene_FGRRES_05616	FGRRES_05616		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2864763_2865553	Gene_FGRRES_16510	FGRRES_16510		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2869453_2870178	Gene_FGRRES_12769	FGRRES_12769		0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2871337_2871423	Gene_FGRRES_05619	FGRRES_05619		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2885065_2885887	Gene_FGRRES_05623_M	FGRRES_05623_M		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2887370_2888500	Gene_FGRRES_05624	FGRRES_05624		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2891577_2891988	Gene_FGRRES_05625	FGRRES_05625		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_28922_29167	Gene_FGRRES_04696_M	FGRRES_04696_M		0	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	500	1	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_2895194_2895409	Gene_FGRRES_12770_M	FGRRES_12770_M		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_2895809_2896279	Gene_FGRRES_16512	FGRRES_16512		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_2900995_2901274	Gene_FGRRES_05628	FGRRES_05628		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2903496_2903853	Gene_FGRRES_05629	FGRRES_05629		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_291037_291638	Gene_FGRRES_04789_90_M	FGRRES_04789_90_M		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2911034_2911352	Gene_FGRRES_05631	FGRRES_05631		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_2912551_2912926	Gene_FGRRES_05632	FGRRES_05632		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2918901_2918980	Gene_FGRRES_15308	FGRRES_15308		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2920242_2923562	Gene_FGRRES_05633	FGRRES_05633		0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2930046_2930207	Gene_FGRRES_05635	FGRRES_05635		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2931452_2932510	Gene_FGRRES_05636	FGRRES_05636		0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	2376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2939102_2940017	Gene_FGRRES_16513	FGRRES_16513		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_293912_294350	Gene_FGRRES_12612_3_M	FGRRES_12612_3_M		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_2940834_2942258	Gene_FGRRES_15024	FGRRES_15024		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_2943108_2943168	Gene_FGRRES_05640	FGRRES_05640		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_2945830_2947840	Gene_FGRRES_05642_M	FGRRES_05642_M		0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	1805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2957801_2959522	Gene_FGRRES_05644	FGRRES_05644		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2960889_2961706	Gene_FGRRES_05645_M	FGRRES_05645_M		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2964569_2964614	Gene_FGRRES_05646	FGRRES_05646		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2975552_2975573	Gene_FGRRES_05650	FGRRES_05650		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_2977043_2977830	Gene_FGRRES_05651	FGRRES_05651		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2983395_2983497	Gene_FGRRES_05653	FGRRES_05653		0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	2	0	827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_3_2986597_2986749	Gene_FGRRES_20269	FGRRES_20269		0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_2987983_2991591	Gene_FGRRES_05654	FGRRES_05654		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_2992857_2993906	Gene_FGRRES_05655	FGRRES_05655		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_3004373_3006755	Gene_FGRRES_16516	FGRRES_16516		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	4680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_3012724_3012769	Gene_FGRRES_05658	FGRRES_05658		0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	500	2	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_3018438_3018530	Gene_FGRRES_15311	FGRRES_15311		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_3019306_3019483	Gene_FGRRES_05659	FGRRES_05659		0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1056	2	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_302034_303666	Gene_FGRRES_04794	FGRRES_04794		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_3022201_3022917	Gene_FGRRES_05660	FGRRES_05660		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_30235_30441	Gene_FGRRES_20224	FGRRES_20224		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_3025392_3025771	Gene_FGRRES_16518	FGRRES_16518		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_3031727_3031899	Gene_FGRRES_05663	FGRRES_05663		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_3043742_3043895	Gene_FGRRES_12779	FGRRES_12779		0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_3054447_3054810	Gene_FGRRES_05671	FGRRES_05671		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_3063274_3063668	Gene_FGRRES_05674	FGRRES_05674		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_3064189_3064853	Gene_FGRRES_16522	FGRRES_16522		0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_3069315_3069410	Gene_FGRRES_16523	FGRRES_16523		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_3074505_3074945	Gene_FGRRES_05678	FGRRES_05678		0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	500	2	0	441	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_3_3076722_3077033	Gene_FGRRES_12784	FGRRES_12784		0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
