Query	Hit	Description	E-value
FGRRES_11731	FGSG_11731		6e-139
FGRRES_11732	FGSG_11732		5e-78
FGRRES_11734_5_M	FGSG_13792		1e-168
FGRRES_11735	FGSG_11735		9e-78
FGRRES_11739	FGSG_11739		1e-95
FGRRES_11740	FGSG_11740		9e-96
FGRRES_11744	FGSG_11744		7e-89
FGRRES_11746	FGSG_11746		5e-88
FGRRES_11747	FGSG_11747		9e-97
FGRRES_11751	FGSG_11751		4e-103
FGRRES_11752_M	FGSG_11752		5e-159
FGRRES_11753	FGSG_11753		5e-104
FGRRES_11758	FGSG_11758		2e-139
FGRRES_11759	FGSG_11759		5e-71
FGRRES_11761	FGSG_11761		2e-86
FGRRES_11763_M	FGSG_11763		1e-127
FGRRES_11764	FGSG_11764		0.0
FGRRES_11766	FGSG_11766		1e-113
FGRRES_11767	FGSG_11767		3e-75
FGRRES_11768	FGSG_11768		1e-105
FGRRES_11769	FGSG_11769		2e-156
FGRRES_11770	FGSG_11770		4e-97
FGRRES_11773	FGSG_11773		1e-76
FGRRES_11774	FGSG_11774		2e-72
FGRRES_11775	FGSG_11775		2e-87
FGRRES_11776	FGSG_11776		7e-84
FGRRES_11779_M	FGSG_11779		1e-119
FGRRES_11780	FGSG_11780		3e-96
FGRRES_11783	FGSG_11783		2e-65
FGRRES_11784	FGSG_11784		4e-82
FGRRES_11785	FGSG_11785		0.0
FGRRES_11788	FGSG_11788		2e-106
FGRRES_11789	FGSG_11789		5e-81
FGRRES_11790	FGSG_11790		6e-75
FGRRES_11798_M	FGSG_11798		3e-88
FGRRES_11802	FGSG_11802		2e-75
FGRRES_11807	FGSG_11807		1e-87
FGRRES_11809	FGSG_11809		5e-160
FGRRES_11813	FGSG_11813		2e-99
FGRRES_11815	FGSG_02080		2e-137
FGRRES_11816	FGSG_11816		1e-71
FGRRES_11817	FGSG_11817		1e-71
FGRRES_11818	FGSG_11818		9e-70
FGRRES_11819	FGSG_11819		5e-89
FGRRES_11823	FGSG_11823		4e-82
FGRRES_11830	FGSG_11830		3e-139
FGRRES_11837	FGSG_11837		3e-80
FGRRES_11840	FGSG_11840		7e-84
FGRRES_11841	FGSG_11841		3e-103
FGRRES_11844_M	FGSG_11844		9e-114
FGRRES_11849	FGSG_11849		3e-56
FGRRES_11850	FGSG_11850		0.0
FGRRES_11853	FGSG_11853		3e-174
FGRRES_11857	FGSG_11857		2e-129
FGRRES_11859_M	FGSG_11859		4e-104
FGRRES_11860	FGSG_11860		4e-85
FGRRES_11863	FGSG_11863		1e-95
FGRRES_11867	FGSG_11867		1e-72
FGRRES_11868	FGSG_11868		4e-94
FGRRES_11870	FGSG_11870		1e-169
FGRRES_11871	FGSG_11871		1e-104
FGRRES_11874	FGSG_11874		2e-76
FGRRES_11881	FGSG_11881		1e-135
FGRRES_11887	FGSG_11887		9e-87
FGRRES_11888	FGSG_11888		4e-123
FGRRES_11889	FGSG_11889		4e-78
FGRRES_11895	FGSG_11895		0.0
FGRRES_11896	FGSG_11896		9e-156
FGRRES_11901	FGSG_11901		3e-71
FGRRES_11905_M	FGSG_11905		0.0
FGRRES_11906	FGSG_11906		8e-88
FGRRES_11907_M	FGSG_11907		4e-60
FGRRES_11908	FGSG_11908		3e-80
FGRRES_11910	FGSG_11910		6e-107
FGRRES_11911	FGSG_11911		3e-125
FGRRES_11917	FGSG_11917		5e-125
FGRRES_11923_M	FGSG_11923		0.0
FGRRES_11924	FGSG_11924		5e-171
FGRRES_11927	FGSG_11927		2e-75
FGRRES_11928	FGSG_11928		4e-133
FGRRES_11929	FGSG_11929		3e-69
FGRRES_11930	FGSG_11930		6e-79
FGRRES_11935_M	FGSG_11935		2e-82
FGRRES_11948	FGSG_11948		9e-85
FGRRES_11950	FGSG_11950		0.0
FGRRES_11951	FGSG_11951		3e-83
FGRRES_11954	FGSG_11954		3e-89
FGRRES_11957	FGSG_11957		2e-177
FGRRES_11960	FGSG_11960		6e-76
FGRRES_11965	FGSG_11965		2e-148
FGRRES_11971	FGSG_11971		1e-65
FGRRES_11972	FGSG_11972		7e-90
FGRRES_11975	FGSG_11975		0.0
FGRRES_11982	FGSG_11982		9e-79
FGRRES_11983	FGSG_11983		3e-109
FGRRES_11984	FGSG_11984		0.0
FGRRES_12000	FGSG_12000		2e-79
FGRRES_12001	FGSG_12001		4e-88
FGRRES_12008	FGSG_12008		0.0
FGRRES_12020	FGSG_12020		8e-167
FGRRES_12023_M	FGSG_12023		4e-93
FGRRES_12027	FGSG_12027		2e-132
FGRRES_12038	FGSG_12038		5e-180
FGRRES_12040_1_M	FGSG_12040		3e-56
FGRRES_12045	FGSG_12045		4e-77
FGRRES_12050_1_M	FGSG_12050		0.0
FGRRES_12053	FGSG_12053		2e-66
FGRRES_12055	FGSG_12055		7e-98
FGRRES_12056	FGSG_12056		2e-123
FGRRES_12057	FGSG_12057		0.0
FGRRES_12060	FGSG_12060		6e-80
FGRRES_12061	FGSG_12061		4e-69
FGRRES_12062	FGSG_12062		5e-71
FGRRES_12065	FGSG_12065		3e-74
FGRRES_12068	FGSG_12068		1e-94
FGRRES_12072	FGSG_12072		8e-92
FGRRES_12074	FGSG_12074		5e-72
FGRRES_12077	FGSG_12077		9e-83
FGRRES_12079	FGSG_12079		0.0
FGRRES_12080	FGSG_12080		0.0
FGRRES_12083	FGSG_12083		4e-100
FGRRES_12084	FGSG_12084		4e-79
FGRRES_12087	FGSG_12087		8e-98
FGRRES_12088	FGSG_14035		1e-120
FGRRES_12096_7_M	FGSG_12097		0.0
FGRRES_12100	FGSG_12100		2e-117
FGRRES_12101	FGSG_12101		2e-79
FGRRES_12102	FGSG_12102		0.0
FGRRES_12103_M	FGSG_12103		4e-115
FGRRES_12104	FGSG_12104		9e-64
FGRRES_12107	FGSG_12107		2e-137
FGRRES_12111	FGSG_12111		2e-130
FGRRES_12113	FGSG_12113		8e-83
FGRRES_12114	FGSG_12114		0.0
FGRRES_12121	FGSG_12121		2e-153
FGRRES_12128	FGSG_12128		6e-72
FGRRES_12129	FGSG_01761		2e-64
FGRRES_12130	FGSG_12130		2e-139
FGRRES_12133_M	FGSG_12133		5e-69
FGRRES_12145	FGSG_12145		1e-71
FGRRES_12146	FGSG_12146		6e-93
FGRRES_12147	FGSG_12147		3e-86
FGRRES_12148_M	FGSG_12148		8e-111
FGRRES_12150_M	FGSG_12150		4e-115
FGRRES_12152	FGSG_12152		2e-124
FGRRES_12155	FGSG_12155		2e-96
FGRRES_12156_M	FGSG_12156		6e-59
FGRRES_12158	FGSG_12158		2e-81
FGRRES_12159	FGSG_12159		2e-120
FGRRES_12161	FGSG_12161		5e-102
FGRRES_12162	FGSG_12162		1e-94
FGRRES_12163	FGSG_12163		8e-151
FGRRES_12167_8_M	FGSG_12167		7e-167
FGRRES_12171	FGSG_12171		3e-98
FGRRES_12174	FGSG_12174		1e-62
FGRRES_12175	FGSG_12175		1e-73
FGRRES_12176	FGSG_12176		3e-54
FGRRES_12177_M	FGSG_12177		3e-96
FGRRES_12189	FGSG_12189		2e-101
FGRRES_12190	FGSG_12190		1e-74
FGRRES_12191	FGSG_12191		2e-90
FGRRES_12195	FGSG_12195		2e-87
FGRRES_12196	FGSG_12196		8e-133
FGRRES_12198	FGSG_12198		8e-78
FGRRES_12201_M	FGSG_12201		6e-109
FGRRES_12210	FGSG_12210		0.0
FGRRES_12212	FGSG_12212		0.0
FGRRES_12216	FGSG_12216		1e-119
FGRRES_12217	FGSG_12217		0.0
FGRRES_12220	FGSG_12220		6e-71
FGRRES_12221	FGSG_12221		2e-124
FGRRES_12224_16089_M	FGSG_12225		0.0
FGRRES_12227	FGSG_12227		5e-115
FGRRES_12228	FGSG_12228		1e-110
FGRRES_12234_M	FGSG_12234		1e-78
FGRRES_12241	FGSG_12241		0.0
FGRRES_12242	FGSG_12242		0.0
FGRRES_12245_7_16107_M	FGSG_12246		0.0
FGRRES_12253	FGSG_12253		2e-135
FGRRES_12254	FGSG_12254		2e-171
FGRRES_12257	FGSG_12257		3e-74
FGRRES_12258	FGSG_12258		5e-89
FGRRES_12259	FGSG_12259		1e-74
FGRRES_12260	FGSG_12260		6e-119
FGRRES_12262	FGSG_12262		8e-73
FGRRES_12265	FGSG_12265		3e-71
FGRRES_12266	FGSG_12266		0.0
FGRRES_12274	FGSG_12274		1e-74
FGRRES_12277	FGSG_12277		2e-100
FGRRES_12278	FGSG_12278		1e-161
FGRRES_12279	FGSG_12279		1e-88
FGRRES_12282	FGSG_12282		0.0
FGRRES_12285	FGSG_12285		3e-151
FGRRES_12286	FGSG_12286		9e-80
FGRRES_12287	FGSG_12287		2e-105
FGRRES_12288	FGSG_12288		1e-110
FGRRES_12289	FGSG_12289		8e-79
FGRRES_12293	FGSG_12293		1e-79
FGRRES_12294	FGSG_12294		2e-78
FGRRES_12298	FGSG_12298		0.0
FGRRES_12299	FGSG_12299		8e-103
FGRRES_12300	FGSG_12300		3e-77
FGRRES_12304	FGSG_12304		2e-56
FGRRES_12310	FGSG_12310		3e-69
FGRRES_12311	FGSG_12311		0.0
FGRRES_12312	FGSG_12312		2e-73
FGRRES_12317	FGSG_12317		4e-83
FGRRES_12318	FGSG_12318		3e-82
FGRRES_12323_M	FGSG_12323		0.0
FGRRES_12324	FGSG_12324		2e-87
FGRRES_12327_M	FGSG_12327		4e-65
FGRRES_12332	FGSG_12332		4e-77
FGRRES_12333	FGSG_12333		5e-80
FGRRES_12334	FGSG_12334		2e-75
FGRRES_12337	FGSG_12337		1e-99
FGRRES_12343	FGSG_12343		4e-79
FGRRES_12346_7_M	FGSG_12347		9e-76
FGRRES_12350	FGSG_12350		0.0
FGRRES_12354	FGSG_12354		0.0
FGRRES_12362_M	FGSG_12362		0.0
FGRRES_12363	FGSG_12363		3e-161
FGRRES_12364	FGSG_12364		0.0
FGRRES_12366	FGSG_12366		5e-152
FGRRES_12367	FGSG_12367		1e-68
FGRRES_12377	FGSG_12377		5e-70
FGRRES_12389	FGSG_12389		0.0
FGRRES_12391	FGSG_12391		7e-70
FGRRES_12393	FGSG_12393		6e-85
FGRRES_12394	FGSG_12394		6e-74
FGRRES_12395	FGSG_12395		7e-81
FGRRES_12401	FGSG_12401		1e-71
FGRRES_12403_M	FGSG_12403		9e-89
FGRRES_12405_M	FGSG_12405		4e-122
FGRRES_12411	FGSG_12411		3e-80
FGRRES_12412	FGSG_12412		6e-99
FGRRES_12418	FGSG_12418		0.0
FGRRES_12420	FGSG_12420		0.0
FGRRES_12423	FGSG_12423		1e-84
FGRRES_12432	FGSG_12432		8e-104
FGRRES_12434	FGSG_12434		0.0
FGRRES_12435	FGSG_12435		3e-69
FGRRES_12437	FGSG_12437		2e-114
FGRRES_12439	FGSG_12439		0.0
FGRRES_12446	FGSG_12446		6e-102
FGRRES_12449	FGSG_12449		4e-73
FGRRES_12453	FGSG_12453		1e-95
FGRRES_12454	FGSG_12454		4e-80
FGRRES_12455	FGSG_12455		2e-76
FGRRES_12457	FGSG_12457		1e-74
FGRRES_12460	FGSG_12460		2e-70
FGRRES_12462	FGSG_12462		3e-51
FGRRES_12464	FGSG_12464		5e-85
FGRRES_12465	FGSG_12465		7e-80
FGRRES_12466	FGSG_12466		3e-75
FGRRES_12467	FGSG_12467		2e-63
FGRRES_12468	FGSG_12468		9e-132
FGRRES_12469	FGSG_12469		2e-109
FGRRES_12470	FGSG_11297		3e-82
FGRRES_12472	FGSG_12472		0.0
FGRRES_12473	FGSG_12473		2e-121
FGRRES_12477	FGSG_12477		7e-130
FGRRES_12478	FGSG_12478		1e-175
FGRRES_12479	FGSG_12479		2e-74
FGRRES_12480	FGSG_12480		3e-87
FGRRES_12484	FGSG_12484		5e-117
FGRRES_12486	FGSG_12486		0.0
FGRRES_12494	FGSG_12494		8e-85
FGRRES_12499	FGSG_12499		7e-81
FGRRES_12500	FGSG_12500		5e-70
FGRRES_12501_M	FGSG_12501		4e-55
FGRRES_12503	FGSG_12503		1e-105
FGRRES_12504	FGSG_12504		1e-89
FGRRES_12506	FGSG_12506		3e-141
FGRRES_12512	FGSG_12512		0.0
FGRRES_12514	FGSG_12514		2e-85
FGRRES_12517	FGSG_12517		8e-157
FGRRES_12526	FGSG_12526		1e-87
FGRRES_12531	FGSG_12531		2e-53
FGRRES_12535	FGSG_12535		4e-65
FGRRES_12538	FGSG_12538		9e-76
FGRRES_12539	FGSG_12539		6e-84
FGRRES_12540	FGSG_12540		8e-77
FGRRES_12541	FGSG_12541		3e-119
FGRRES_12542	FGSG_12542		0.0
FGRRES_12545_16364_M	FGSG_12545		0.0
FGRRES_12552	FGSG_12552		0.0
FGRRES_12554	FGSG_12554		2e-93
FGRRES_12555_M	FGSG_12555		2e-62
FGRRES_12556_M	FGSG_12556		9e-132
FGRRES_12559	FGSG_12559		5e-105
FGRRES_12564	FGSG_12564		4e-62
FGRRES_12575	FGSG_12575		5e-147
FGRRES_12576	FGSG_12576		1e-111
FGRRES_12579	FGSG_12579		3e-108
FGRRES_12581_2_M	FGSG_12582		0.0
FGRRES_12587	FGSG_12587		6e-110
FGRRES_12591	FGSG_12591		0.0
FGRRES_12600	FGSG_12600		0.0
FGRRES_12604	FGSG_12604		0.0
FGRRES_12607	FGSG_12607		3e-66
FGRRES_12608	FGSG_12608		0.0
FGRRES_12609	FGSG_12609		2e-84
FGRRES_12611	FGSG_12611		1e-180
FGRRES_12622	FGSG_12622		0.0
FGRRES_12623_M	FGSG_12623		0.0
FGRRES_12625	FGSG_12625		3e-146
FGRRES_12629	FGSG_12629		3e-81
FGRRES_12630	FGSG_12630		3e-108
FGRRES_12631	FGSG_12631		0.0
FGRRES_12632	FGSG_12632		0.0
FGRRES_12633_4_M	FGSG_12634		0.0
FGRRES_12635	FGSG_12635		0.0
FGRRES_12644	FGSG_12644		3e-105
FGRRES_12645_6_M	FGSG_12646		0.0
FGRRES_12651	FGSG_12651		8e-89
FGRRES_12652	FGSG_12652		0.0
FGRRES_12653	FGSG_12653		3e-72
FGRRES_12655	FGSG_12655		0.0
FGRRES_12656	FGSG_12656		4e-93
FGRRES_12659_M	FGSG_12659		3e-145
FGRRES_12660	FGSG_12660		0.0
FGRRES_12661	FGSG_12661		3e-167
FGRRES_12664	FGSG_12664		9e-105
FGRRES_12666_M	FGSG_12666		1e-58
FGRRES_12673	FGSG_12673		6e-85
FGRRES_12675	FGSG_12675		7e-79
FGRRES_12679	FGSG_12679		2e-79
FGRRES_12681	FGSG_12681		3e-141
FGRRES_12682	FGSG_12682		9e-162
FGRRES_12684	FGSG_12684		2e-89
FGRRES_12687	FGSG_12687		4e-84
FGRRES_12688_M	FGSG_12688		3e-71
FGRRES_12695	FGSG_12695		2e-124
FGRRES_12696	FGSG_12696		1e-95
FGRRES_12698	FGSG_12698		9e-74
FGRRES_12699	FGSG_12699		7e-98
FGRRES_12702	FGSG_12702		1e-85
FGRRES_12707	FGSG_12707		2e-79
FGRRES_12708_M	FGSG_12708		3e-108
FGRRES_12709	FGSG_12709		7e-92
FGRRES_12716	FGSG_12716		3e-138
FGRRES_12717	FGSG_12717		1e-61
FGRRES_12718	FGSG_12718		1e-149
FGRRES_12719	FGSG_12719		1e-69
FGRRES_12720	FGSG_12720		0.0
FGRRES_12721	FGSG_12721		6e-74
FGRRES_12722	FGSG_12722		7e-104
FGRRES_12727	FGSG_12727		2e-82
FGRRES_12735	FGSG_12735		2e-62
FGRRES_12736	FGSG_12736		0.0
FGRRES_12738	FGSG_12738		6e-140
FGRRES_12739	FGSG_12739		2e-69
FGRRES_12743	FGSG_12743		7e-89
FGRRES_12744	FGSG_12744		0.0
FGRRES_12749	FGSG_12749		2e-148
FGRRES_12751	FGSG_12751		2e-97
FGRRES_12752	FGSG_12752		8e-102
FGRRES_12753	FGSG_12753		1e-131
FGRRES_12757	FGSG_12757		0.0
FGRRES_12758	FGSG_12758		0.0
FGRRES_12762_M	FGSG_12762		3e-73
FGRRES_12763	FGSG_12763		0.0
FGRRES_12765	FGSG_12765		8e-87
FGRRES_12777	FGSG_12777		1e-178
FGRRES_12778	FGSG_12778		5e-75
FGRRES_12779	FGSG_12779		3e-72
FGRRES_12783	FGSG_12783		1e-112
FGRRES_12784	FGSG_12784		3e-74
FGRRES_12787	FGSG_12787		2e-81
FGRRES_12788	FGSG_12788		1e-83
FGRRES_12790_1_M	FGSG_12790		0.0
FGRRES_12792	FGSG_12792		2e-150
FGRRES_12793	FGSG_12793		5e-85
FGRRES_12794	FGSG_12794		1e-79
FGRRES_12797	FGSG_12797		4e-69
FGRRES_12800	FGSG_12800		3e-61
FGRRES_12803	FGSG_12803		2e-68
FGRRES_12804	FGSG_12804		2e-92
FGRRES_12805	FGSG_12805		1e-70
FGRRES_12805_6_M	FGSG_12085		5e-85
FGRRES_12812	FGSG_12812		3e-101
FGRRES_12815	FGSG_12815		0.0
FGRRES_12818	FGSG_12818		5e-109
FGRRES_12820	FGSG_12820		3e-110
FGRRES_12822	FGSG_12822		5e-109
FGRRES_12823	FGSG_12823		6e-82
FGRRES_12824	FGSG_12824		2e-90
FGRRES_12825	FGSG_12825		3e-144
FGRRES_12826	FGSG_12826		2e-104
FGRRES_12828	FGSG_12828		2e-169
FGRRES_12832	FGSG_12832		8e-136
FGRRES_12833	FGSG_12833		0.0
FGRRES_12834	FGSG_12834		0.0
FGRRES_12835	FGSG_12835		2e-118
FGRRES_12838	FGSG_12838		2e-73
FGRRES_12841	FGSG_12841		3e-102
FGRRES_12842	FGSG_12842		7e-101
FGRRES_12843	FGSG_12843		9e-111
FGRRES_12845	FGSG_12845		8e-137
FGRRES_12847	FGSG_12847		2e-100
FGRRES_12850	FGSG_12850		2e-134
FGRRES_12861	FGSG_12861		7e-77
FGRRES_12868	FGSG_12868		1e-155
FGRRES_12869	FGSG_12869		1e-100
FGRRES_12870	FGSG_12870		5e-82
FGRRES_12871_M	FGSG_12871		0.0
FGRRES_12872	FGSG_12872		3e-157
FGRRES_12876	FGSG_12876		2e-79
FGRRES_12877	FGSG_12877		3e-102
FGRRES_12879	FGSG_12879		1e-75
FGRRES_12880	FGSG_12880		9e-123
FGRRES_12882	FGSG_12882		2e-90
FGRRES_12885_M	FGSG_12885		2e-80
FGRRES_12888	FGSG_12888		2e-87
FGRRES_12891_M	FGSG_12891		2e-55
FGRRES_12892	FGSG_12892		6e-143
FGRRES_12893	FGSG_12893		4e-103
FGRRES_12894	FGSG_12894		1e-128
FGRRES_12897	FGSG_12897		6e-80
FGRRES_12898	FGSG_12898		7e-71
FGRRES_12902_M	FGSG_12902		1e-125
FGRRES_12903	FGSG_12903		5e-83
FGRRES_12906	FGSG_12906		2e-82
FGRRES_12908	FGSG_12908		3e-76
FGRRES_12910	FGSG_12910		0.0
FGRRES_12911	FGSG_12911		3e-73
FGRRES_12912	FGSG_12912		5e-96
FGRRES_12914	FGSG_12914		9e-73
FGRRES_12915	FGSG_12915		2e-87
FGRRES_12921	FGSG_12921		0.0
FGRRES_12923	FGSG_12923		2e-113
FGRRES_12924	FGSG_12924		9e-76
FGRRES_12925	FGSG_12925		0.0
FGRRES_12928	FGSG_12928		1e-93
FGRRES_12930	FGSG_12930		3e-77
FGRRES_12931	FGSG_12931		2e-80
FGRRES_12935	FGSG_12935		0.0
FGRRES_12936	FGSG_12936		2e-83
FGRRES_12941_M	FGSG_12941		7e-104
FGRRES_12942	FGSG_12942		6e-74
FGRRES_12948	FGSG_12948		1e-61
FGRRES_12949	FGSG_12949		4e-81
FGRRES_12951	FGSG_12951		6e-131
FGRRES_12953	FGSG_12953		8e-113
FGRRES_12954	FGSG_12954		0.0
FGRRES_12956	FGSG_12956		0.0
FGRRES_12957	FGSG_12957		2e-122
FGRRES_12959	FGSG_12959		2e-84
FGRRES_12960	FGSG_12960		1e-70
FGRRES_12963	FGSG_12963		3e-104
FGRRES_12964	FGSG_12964		7e-79
FGRRES_12969	FGSG_12969		4e-124
FGRRES_12971	FGSG_12971		1e-125
FGRRES_12972_M	FGSG_12972		2e-83
FGRRES_12976_M	FGSG_12976		6e-79
FGRRES_12977	FGSG_12977		0.0
FGRRES_12981_M	FGSG_12981		1e-67
FGRRES_12982	FGSG_12982		9e-87
FGRRES_12983	FGSG_12983		9e-108
FGRRES_12984	FGSG_12984		2e-111
FGRRES_12986	FGSG_12986		0.0
FGRRES_12987	FGSG_12987		1e-114
FGRRES_12988	FGSG_12988		2e-113
FGRRES_12989	FGSG_12989		1e-126
FGRRES_12990	FGSG_12990		2e-93
FGRRES_12991_M	FGSG_12991		0.0
FGRRES_12992	FGSG_12992		2e-75
FGRRES_12993	FGSG_12993		3e-100
FGRRES_12999	FGSG_12999		2e-166
FGRRES_13001	FGSG_13001		4e-139
FGRRES_13003	FGSG_13003		6e-82
FGRRES_13015	FGSG_13015		3e-70
FGRRES_13016	FGSG_13016		8e-105
FGRRES_13019	FGSG_13019		2e-118
FGRRES_13020	FGSG_13020		4e-85
FGRRES_13021	FGSG_13021		4e-83
FGRRES_13022	FGSG_13022		2e-87
FGRRES_13023	FGSG_13023		3e-94
FGRRES_13029	FGSG_13029		7e-99
FGRRES_13034	FGSG_13034		3e-80
FGRRES_13035	FGSG_13035		8e-135
FGRRES_13036	FGSG_13036		2e-95
FGRRES_13042	FGSG_13042		1e-72
FGRRES_13043	FGSG_13043		2e-89
FGRRES_13043_M	FGSG_13403		0.0
FGRRES_13044	FGSG_13044		9e-111
FGRRES_13045_6_M	FGSG_13045		2e-140
FGRRES_13047	FGSG_13047		3e-168
FGRRES_13048_M	FGSG_13048		3e-81
FGRRES_13049	FGSG_13049		5e-156
FGRRES_13050	FGSG_13050		9e-65
FGRRES_13051	FGSG_13051		2e-86
FGRRES_13053	FGSG_13053		1e-118
FGRRES_13054	FGSG_13054		5e-90
FGRRES_13055	FGSG_13055		4e-155
FGRRES_13059	FGSG_13059		3e-101
FGRRES_13061	FGSG_13061		2e-109
FGRRES_13062	FGSG_13062		6e-56
FGRRES_13063	FGSG_13063		1e-99
FGRRES_13066	FGSG_13066		4e-85
FGRRES_13067	FGSG_13067		1e-70
FGRRES_13068	FGSG_13068		6e-118
FGRRES_13074	FGSG_13074		6e-121
FGRRES_13077	FGSG_13077		4e-72
FGRRES_13078_M	FGSG_13078		6e-57
FGRRES_13079	FGSG_13079		6e-100
FGRRES_13080	FGSG_13080		3e-79
FGRRES_13081	FGSG_13081		5e-70
FGRRES_13082	FGSG_13082		3e-119
FGRRES_13085	FGSG_13085		6e-121
FGRRES_13088	FGSG_13088		4e-76
FGRRES_13089	FGSG_13089		3e-72
FGRRES_13090	FGSG_13090		5e-100
FGRRES_13093	FGSG_13093		2e-104
FGRRES_13095	FGSG_13095		3e-87
FGRRES_13096	FGSG_13096		1e-94
FGRRES_13097	FGSG_13097		6e-73
FGRRES_13100	FGSG_13100		1e-104
FGRRES_13101	FGSG_13101		7e-62
FGRRES_13102	FGSG_13102		3e-88
FGRRES_13104	FGSG_13104		2e-71
FGRRES_13106_16799_M	FGSG_13107		6e-180
FGRRES_13108	FGSG_13108		4e-119
FGRRES_13114	FGSG_13114		6e-176
FGRRES_13115	FGSG_13115		9e-82
FGRRES_13116	FGSG_13116		2e-98
FGRRES_13117	FGSG_13117		6e-78
FGRRES_13121	FGSG_13121		1e-74
FGRRES_13122	FGSG_13122		1e-113
FGRRES_13124	FGSG_13124		2e-89
FGRRES_13125	FGSG_13125		1e-91
FGRRES_13126	FGSG_13126		5e-97
FGRRES_13138	FGSG_13138		6e-87
FGRRES_13139	FGSG_13139		5e-89
FGRRES_13140	FGSG_13140		7e-98
FGRRES_13143	FGSG_13143		6e-145
FGRRES_13144	FGSG_13144		1e-78
FGRRES_13147	FGSG_13147		9e-126
FGRRES_13148	FGSG_13148		2e-110
FGRRES_13149	FGSG_13149		0.0
FGRRES_13154	FGSG_13154		3e-74
FGRRES_13155	FGSG_13155		2e-85
FGRRES_13159	FGSG_13159		0.0
FGRRES_13163	FGSG_13163		6e-112
FGRRES_13164	FGSG_13164		6e-166
FGRRES_13165	FGSG_13165		4e-106
FGRRES_13168	FGSG_13168		5e-122
FGRRES_13171	FGSG_13171		5e-105
FGRRES_13175	FGSG_13175		0.0
FGRRES_13178	FGSG_13178		3e-71
FGRRES_13179	FGSG_13179		9e-105
FGRRES_13180	FGSG_13180		3e-71
FGRRES_13182	FGSG_13182		1e-141
FGRRES_13183	FGSG_13183		5e-107
FGRRES_13184	FGSG_13184		0.0
FGRRES_13187	FGSG_13187		3e-94
FGRRES_13191_M	FGSG_13191		2e-55
FGRRES_13192	FGSG_13192		1e-92
FGRRES_13199	FGSG_13199		9e-115
FGRRES_13200	FGSG_13200		8e-68
FGRRES_13203	FGSG_13203		2e-155
FGRRES_13204	FGSG_13204		2e-105
FGRRES_13207_8_M	FGSG_13208		1e-122
FGRRES_13213	FGSG_13213		1e-121
FGRRES_13214	FGSG_13214		2e-72
FGRRES_13215	FGSG_13215		3e-129
FGRRES_13217	FGSG_13217		1e-153
FGRRES_13218_M	FGSG_13218		0.0
FGRRES_13220_M	FGSG_13220		6e-130
FGRRES_13221	FGSG_13221		8e-128
FGRRES_13226	FGSG_13226		5e-93
FGRRES_13227	FGSG_13227		1e-81
FGRRES_13228	FGSG_13228		2e-78
FGRRES_13229	FGSG_13229		1e-101
FGRRES_13230	FGSG_12363		3e-56
FGRRES_13234	FGSG_13234		7e-80
FGRRES_13235	FGSG_13235		2e-76
FGRRES_13236	FGSG_13236		6e-72
FGRRES_13237	FGSG_13237		2e-89
FGRRES_13244	FGSG_13244		2e-72
FGRRES_13247	FGSG_13247		3e-77
FGRRES_13248	FGSG_13248		0.0
FGRRES_13249	FGSG_13249		3e-100
FGRRES_13250	FGSG_13250		2e-72
FGRRES_13251	FGSG_13251		1e-88
FGRRES_13255	FGSG_13255		6e-87
FGRRES_13256	FGSG_13256		2e-158
FGRRES_13259	FGSG_13259		8e-91
FGRRES_13265	FGSG_13265		1e-89
FGRRES_13266	FGSG_13266		3e-84
FGRRES_13267_M	FGSG_13267		3e-85
FGRRES_13268	FGSG_13268		3e-81
FGRRES_13269_M	FGSG_13269		3e-95
FGRRES_13270	FGSG_13270		7e-152
FGRRES_13271	FGSG_13271		9e-125
FGRRES_13272	FGSG_13272		2e-63
FGRRES_13277	FGSG_13277		5e-92
FGRRES_13278	FGSG_13278		1e-106
FGRRES_13283	FGSG_13283		5e-164
FGRRES_13284	FGSG_13284		9e-80
FGRRES_13285	FGSG_13285		2e-92
FGRRES_13289	FGSG_13289		2e-143
FGRRES_13290	FGSG_13290		9e-122
FGRRES_13302	FGSG_13302		1e-75
FGRRES_13303	FGSG_13303		2e-85
FGRRES_13304	FGSG_13304		8e-79
FGRRES_13305	FGSG_13305		4e-94
FGRRES_13308	FGSG_13308		2e-99
FGRRES_13315	FGSG_13315		1e-73
FGRRES_13317	FGSG_13317		1e-105
FGRRES_13323	FGSG_13323		2e-72
FGRRES_13324	FGSG_13324		0.0
FGRRES_13326	FGSG_13326		2e-84
FGRRES_13327_M	FGSG_13327		1e-64
FGRRES_13330	FGSG_13330		2e-89
FGRRES_13331	FGSG_13331		6e-76
FGRRES_13332	FGSG_13332		4e-76
FGRRES_13333	FGSG_13333		3e-88
FGRRES_13334	FGSG_13334		1e-108
FGRRES_13335_M	FGSG_13335		4e-106
FGRRES_13340	FGSG_13340		1e-68
FGRRES_13342	FGSG_13342		1e-76
FGRRES_13346	FGSG_13346		6e-89
FGRRES_13359	FGSG_13359		2e-79
FGRRES_13361	FGSG_13361		3e-87
FGRRES_13362	FGSG_13362		8e-55
FGRRES_13367	FGSG_13367		0.0
FGRRES_13371	FGSG_13371		7e-88
FGRRES_13372	FGSG_13372		7e-57
FGRRES_13373	FGSG_13373		2e-74
FGRRES_13375	FGSG_13375		8e-144
