Query	Hit	Description	E-value
FGRRES_08741	2315|PHI:2315|ChLae1|G4XKY9|5016|Cochliobolus	heterostrophus|Mixed outcome	9e-48
FGRRES_08742	1049|PHI:1049|CTB2|ABK64180|29003|Cercospora	nicotianae|Reduced virulence	2e-53
FGRRES_08749_M	1161|PHI:1161|MgMfs1|A4ZGP3|54734|Mycosphaerella	graminicola (related: Zymoseptoria triticii)|Chemistry target	4e-167
FGRRES_08750	1592|PHI:1592|GzOB032|I1RWS0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_08755	1414|PHI:1414|GzC2H081|I1RZL0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-11
FGRRES_08756	1593|PHI:1593|GzOB033|I1RWS6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_08758	2101|PHI:2101|Vacuolar	calcium ion transporter|MGG_11454|148305|Magnaporthe oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	2e-179
FGRRES_08760	503|PHI:503|COX15|AAB64668|4932|Saccharomyces	cerevisiae|Reduced virulence	9e-137
FGRRES_08761_M	1565|PHI:1565|GzOB005|I1RBF6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	6e-78
FGRRES_08769	1793|PHI:1793|GzZC108|I1RWT7|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_08773_M	3112	| galU | PHI:3112 | Q8P8Q1 | 339 | Xanthomonas campestris | loss of pathogenicity	2e-09
FGRRES_08774_M	208|PHI:208|CaNAG5|BAB43816|5476|Candida	albicans|Reduced virulence	1e-12
FGRRES_08777_M	249|PHI:249|CYP1|AAG13968|318829|Magnaporthe	oryzae|Reduced virulence	2e-37
FGRRES_08781	3162	| Mohik8 | PHI:3162 | G4MXJ1 | 318829 | Magnaporthe oryzae | loss of pathogenicity	4e-134
FGRRES_08790	2106|PHI:2106|1-phosphatidylinositol-4,5-bisphosphate	phosphodiesterase delta 1 |MGG_05332|148305|Magnaporthe oryzae (related: Magnaporthe grisea)|Reduced virulence	2e-131
FGRRES_08791	1746|PHI:1746|GzZC061|I1RWV5|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_08794	544|PHI:544|BCMFS1|AAF64435|332648|Botrytis	cinerea|Unaffected pathogenicity	3e-35
FGRRES_08795	3387	| FVEG_12523 | PHI:3387 | W7MT31 | 117187 | Fusarium verticillioides | unaffected pathogenicity	0.0
FGRRES_08797	1071|PHI:1071|Gas1|CAF05793|5270|Ustilago	maydis|Loss of pathogenicity	3e-29
FGRRES_08799	2240|PHI:2240|Srt1|Q4PBY9|5270|Ustilago	maydis|reduced virulence	1e-34
FGRRES_08800	3111	| FgAP1 | PHI:3111 | I1RWW4 | 5518 | Fusarium graminearum | mixed outcome	0.0
FGRRES_08802	812|PHI:812|MGG_10702|EDJ94108|318829|Magnaporthe	oryzae|Reduced virulence	2e-57
FGRRES_08805	3283	| ampG | PHI:3283 | Q8P471 | 339 | Xanthomonas campestris | increased virulence	6e-06
FGRRES_08808	1745|PHI:1745|GzZC060|I1RWX2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_08809	438|PHI:438|BcBOT1	(related: CND5)|AAQ16576|40559|Botrytis cinerea|Reduced virulence	3e-47
FGRRES_08816	2022|PHI:2022|BUF1|MGG_02252|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	9e-11
FGRRES_08817	62|PHI:62|caRSR1|AAB81286|5476|Candida	albicans|Reduced virulence	3e-65
FGRRES_08821	500|PHI:500|YHB1|EAK91807|5476|Candida	albicans|Reduced virulence	1e-09
FGRRES_08823	2042|PHI:2042|ABC3|Q3Y5V5|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	0.0
FGRRES_08830	2309|PHI:2309|BcatrB|Q9UW03|40559|Botrytis	cinerea|Reduced virulence	0.0
FGRRES_08831	1688|PHI:1688|GzZC003|I1RWZ1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_08845	1406|PHI:1406|GzC2H070|I1RX04|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	0.0
FGRRES_08850	2141|PHI:2141|CDC15|XP_001406795|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	7e-07
FGRRES_08856	2552|PHI:2552|NOP4|Q4WNM3|746128|Aspergillus	fumigatus|Mixed outcome	1e-06
FGRRES_08857	3623	| RacA | PHI:3623 | A0JC80 | 35717 | Epichloe festucae | increased virulence	1e-144
FGRRES_08861	1744|PHI:1744|GzZC059|I1RX18|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_08863	1419|PHI:1419|GzC2H086|I1S0X7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	8e-06
FGRRES_08865	1595|PHI:1595|GzOB035|I1RX22|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_08869	1579|PHI:1579|GzOB019|I1RM25|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	9e-38
FGRRES_08872	2020|PHI:2020|Tup1|XP_759427|5270|Ustilago	maydis|Mixed outcome	6e-12
FGRRES_08875	265|PHI:265|MET3|AAL92174|5207|Cryptococcus	neoformans|Loss of pathogenicity	0.0
FGRRES_08884	2558|PHI:2558|DUR31|Q59P00|5476|Candida	albicans|Reduced virulence	2e-171
FGRRES_08890	1494|PHI:1494|MAT1-1-3|I1RX41|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	5e-150
FGRRES_08892	1495|PHI:1495|MAT1-1-1|I1RX43|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_08893	1496|PHI:1496|MAT1-2-1|I1RX44|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_08897	1666|PHI:1666|GzCCHC006|I1RX47|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_08898	893|PHI:893|MGG_02986|EDK01543|318829|Magnaporthe	oryzae|Reduced virulence	0.0
FGRRES_08904	3014	| MoAND1 | PHI:3014 | G5EHD3 | 318829 | Magnaporthe oryzae | reduced virulence	0.0
FGRRES_08909	443|PHI:443|CBL1||5518|Fusarium	graminearum|Reduced virulence	2e-08
FGRRES_08914	1407|PHI:1407|GzC2H071|I1RX64|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	0.0
FGRRES_08917	2842|PHI:2842|CnSFH5|F6K8L7|5207|Cryptococcus	neoformans|Mixed outcome	2e-65
FGRRES_08924	1771|PHI:1771|GzZC086|I1RX74|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_08930	1770|PHI:1770|GzZC085|I1RX79|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_08931	2038|PHI:2038|Mir1|MGG_02370|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	7e-09
FGRRES_08932_M	2086|PHI:2086|Moatg24|MGG_03638|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	7e-13
FGRRES_08935	451|PHI:451|PMT1|AAC31119|5476|Candida	albicans|Loss of pathogenicity	0.0
FGRRES_08942	2255|PHI:2255|Abd1|Q0U2A0|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	4e-68
FGRRES_08943	2269|PHI:2269|Mdh1|0|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	4e-29
FGRRES_08944	174|PHI:174|GNA1|BAA36496|5476|Candida	albicans|Reduced virulence	5e-45
FGRRES_08954	1521|PHI:1521|GzHOMEL025|I1RX98|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	0.0
FGRRES_08955_M	2020|PHI:2020|Tup1|XP_759427|5270|Ustilago	maydis|Mixed outcome	1e-47
FGRRES_08962	1522|PHI:1522|GzHOMEL026|I1RXA5|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	0.0
FGRRES_08972	1769|PHI:1769|GzZC084|I1RXB2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_08980	881|PHI:881|MGG_04556|EDJ96020|318829|Magnaporthe	oryzae|Reduced virulence	1e-34
FGRRES_08985	2095|PHI:2095|Calcium-transporting	ATPase 3|MGG_10730|148305|Magnaporthe oryzae (related: Magnaporthe grisea)|Reduced virulence	0.0
FGRRES_08992	2247|PHI:2247|Sch1|EAT82552|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	2e-30
FGRRES_08999	3067	| MoRga7 | PHI:3067 | G4NGW7 | 318829 | Magnaporthe oryzae | mixed outcome	2e-112
FGRRES_09000	1596|PHI:1596|GzOB036|I1RXD4|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09001	1332|PHI:1332|GzbZIP014|I1RXD5|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09002	1535|PHI:1535|GzMADS002|I1RXD6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09014	1763|PHI:1763|GzZC078|I1RXE8|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09017	267|PHI:267|MLT1|AAD51594|5476|Candida	albicans|Reduced virulence	2e-170
FGRRES_09019	1511|PHI:1511|GzHOME009|I1RXF3|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_09020	405|PHI:405|PDE1|AAK07740|318829|Magnaporthe	oryzae|Reduced virulence	0.0
FGRRES_09026_M	2185|PHI:2185|PIC1|EHA54868|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	2e-25
FGRRES_09028	784|PHI:784|MGG_00056|EDK03390|318829|Magnaporthe	oryzae|Reduced virulence	2e-28
FGRRES_09032_M	2087|PHI:2087|Moatg26|MGG_03459|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	2e-08
FGRRES_09035	2522|PHI:2522|SPE2|Q4WEN8|746128|Aspergillus	fumigatus|Lethal	0.0
FGRRES_09037_M	2550|PHI:2550|NOB1|Q4WES1|746128|Aspergillus	fumigatus|Mixed outcome	3e-129
FGRRES_09041	3391	| FVEG_12519 | PHI:3391 | W7N293 | 117187 | Fusarium verticillioides | unaffected pathogenicity	5e-08
FGRRES_09045	1681|PHI:1681|GzNF001|I1REN7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	7e-164
FGRRES_09049	2248|PHI:2248|Als1|Q1L2E2|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Mixed outcome	6e-30
FGRRES_09052	2968|PHI:2968|Hxs1|J9VQA5|5207|Cryptococcus	neoformans|Reduced virulence	2e-65
FGRRES_09054	2378|PHI:2378|DEP4|D2E9W9|29001|Alternaria	brassicicola|Mixed outcome	3e-60
FGRRES_09060	3457	| PHO84 | PHI:3457 | J9VMW8 | 5207 | Cryptococcus neoformans | mixed outcome	1e-08
FGRRES_09063	413|PHI:413|MPD1|AAT84078|13684|Stagonospora	nodorum|Unaffected pathogenicity	2e-22
FGRRES_09064_M	1851|PHI:1851|GzZC166|I1RXJ3|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	0.0
FGRRES_09065	1762|PHI:1762|GzZC077|I1RXJ4|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09071	1613|PHI:1613|GzP53L006|I1S2J0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-54
FGRRES_09074	2240|PHI:2240|Srt1|Q4PBY9|5270|Ustilago	maydis|reduced virulence	9e-43
FGRRES_09075_M	1823|PHI:1823|GzZC138|I1RXK4|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09076	1657|PHI:1657|GzCCCH001|I1RF25|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-25
FGRRES_09080	1850|PHI:1850|GzZC165|I1RXK9|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09081	2240|PHI:2240|Srt1|Q4PBY9|5270|Ustilago	maydis|reduced virulence	2e-38
FGRRES_09086_M	2393|PHI:2393|Related	to O-methylsterigmatocystin oxidoreductase|I1R980|5518|Gibberella zeae (related: Fusarium graminearum)|Increased virulence (Hypervirulence)	2e-39
FGRRES_09088	2247|PHI:2247|Sch1|EAT82552|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	3e-41
FGRRES_09089_M	2315|PHI:2315|ChLae1|G4XKY9|5016|Cochliobolus	heterostrophus|Mixed outcome	1e-36
FGRRES_09093	352|PHI:352|GLO1|CAD79488|5270|Ustilago	maydis|Loss of pathogenicity	2e-11
FGRRES_09099	2927|PHI:2927|lip5|J9N2Z8|59765|Fusarium	oxysporum f. sp. Lycopersici|Unaffected pathogenicity	8e-50
FGRRES_09101	59|PHI:59|THR1|BAA18962|5462|Colletotrichum	lagenarium|Reduced virulence	1e-07
FGRRES_09102	1806|PHI:1806|GzZC121|I1RUM8|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-06
FGRRES_09104_M	1555|PHI:1555|GzMyb019|I1RDG6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-19
FGRRES_09111	1761|PHI:1761|GzZC076|I1RXN7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09118	144|PHI:144|CHT42|AAC05829|29875|Trichoderma	virens|Reduced virulence	3e-15
FGRRES_09122	541|PHI:541|LIP1|AAU87359|332648|Botrytis	cinerea|Unaffected pathogenicity	6e-26
FGRRES_09123	1760|PHI:1760|GzZC075|I1RXP9|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09124	784|PHI:784|MGG_00056|EDK03390|318829|Magnaporthe	oryzae|Reduced virulence	6e-08
FGRRES_09125	59|PHI:59|THR1|BAA18962|5462|Colletotrichum	lagenarium|Reduced virulence	7e-14
FGRRES_09128	511|PHI:511|CaNAG4|EAK93098|5476|Candida	albicans|Reduced virulence	4e-18
FGRRES_09129	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-07
FGRRES_09135_M	2527|PHI:2527|SEC31|Q4X0M4|746128|Aspergillus	fumigatus|Mixed outcome	7e-09
FGRRES_09139_40_17163_M	2654|PHI:2654|DUR1,2|Q59VF3|5476|Candida	albicans|Reduced virulence	2e-16
FGRRES_09141_M	2411|PHI:2411|Ss-ggt1|A7F946|5180|Sclerotinia	sclerotiorum|Reduced virulence	1e-132
FGRRES_09146_M	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	5e-13
FGRRES_09147	1759|PHI:1759|GzZC074|I1RXS2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09150_M	1276|PHI:1276|FGSG_00132|I1RXS5|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09155	2038|PHI:2038|Mir1|MGG_02370|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	3e-85
FGRRES_09156	306|PHI:306|KEX2|AAB80929|5476|Candida	albicans|Reduced virulence	0.0
FGRRES_09157	2086|PHI:2086|Moatg24|MGG_03638|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	0.0
FGRRES_09159	24|PHI:24|Avenacinase	gene|AAB09777|29850|Gaeumannomyces graminis|Loss of pathogenicity	1e-08
FGRRES_09163	796|PHI:796|MGG_02423|EDJ98620|318829|Magnaporthe	oryzae|Reduced virulence	9e-41
FGRRES_09165	2524|PHI:2524|nudC|Q70ZY8|746128|Aspergillus	fumigatus|Lethal	6e-77
FGRRES_09169	2022|PHI:2022|BUF1|MGG_02252|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	5e-23
FGRRES_09177	1848|PHI:1848|GzZC163|I1RXV1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09178	1758|PHI:1758|GzZC073|I1RXV2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09179	3119	| PSPTO_2696 | PHI:3119 | Q882D2 | 317 | Pseudomonas syringae | mixed outcome	2e-06
FGRRES_09181	541|PHI:541|LIP1|AAU87359|332648|Botrytis	cinerea|Unaffected pathogenicity	9e-58
FGRRES_09184	112|PHI:112|MAK1|AAC49410|140110|Nectria	haematococca (related: Fusarium solani)|Reduced virulence	2e-92
FGRRES_09195	2393|PHI:2393|Related	to O-methylsterigmatocystin oxidoreductase|I1R980|5518|Gibberella zeae (related: Fusarium graminearum)|Increased virulence (Hypervirulence)	8e-08
FGRRES_09197	1006|PHI:1006|HMR1|Not	Available|5518|Fusarium graminearum|Reduced virulence	0.0
FGRRES_09201	1393|PHI:1393|GzC2H056|I1RU69|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	9e-08
FGRRES_09202	1393|PHI:1393|GzC2H056|I1RU69|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-09
FGRRES_09204	2490|PHI:2490|MCA|E9B636|5665|Leishmania	mexicana|Mixed outcome	2e-52
FGRRES_09205	4506	| So (soft) | PHI:4506 | K9Y567 | 35717 | Epichloe festucae | effector (plant avirulence determinant)	8e-07
FGRRES_09216	2844|PHI:2844|BRM2|O93802|5599|Alternaria	alternata|Unaffected pathogenicity	3e-14
FGRRES_09217	1467|PHI:1467|GzCCAAT007|I1RXZ0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	8e-98
FGRRES_09218	2008|PHI:2008|HST1|EDJ98541|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	7e-30
FGRRES_09226	1071|PHI:1071|Gas1|CAF05793|5270|Ustilago	maydis|Loss of pathogenicity	7e-25
FGRRES_09233_M	368|PHI:368|NOT4|AAF66693|5476|Candida	albicans|Reduced virulence	8e-77
FGRRES_09240	3102	| BCKDH | PHI:3102 | Q1KSF2 | 5811 | Toxoplasma gondii | reduced virulence	5e-117
FGRRES_09254	1167|PHI:1167|NPC1|I1RY25|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_09264	2025|PHI:2025|HDL1|G4MQZ9|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	5e-09
FGRRES_09265	1046|PHI:1046|CTB5|ABK64182|29003|Cercospora	nicotianae|Reduced virulence	4e-06
FGRRES_09267	2033|PHI:2033|MgPex6|G4NBI6|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	3e-14
FGRRES_09271_M	211|PHI:211|CaTUP1|AAB63195|5476|Candida	albicans|Reduced virulence	8e-11
FGRRES_09277	1321|PHI:1321|ZEB2|I1RFC6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-07
FGRRES_09286	1333|PHI:1333|GzbZIP015|I1RY51|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-167
FGRRES_09287	2976|PHI:2976|CgOPT1|C6ZRH8|29905|Colletotrichum	gloeosporioides f. sp. aeschynomenes|Reduced virulence	1e-125
FGRRES_09291	222|PHI:222|PELB|AAD09857|5457|Colletotrichum	gloeosporioides|Reduced virulence	2e-125
FGRRES_09303	2107|PHI:2107|Zinc-regulated	transporter 2|MGG_05905|148305|Magnaporthe oryzae (related: Magnaporthe grisea)|Mixed outcome	3e-169
FGRRES_09308	1313|PHI:1313|GzbHLH014|I1RY71|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09321	2529|PHI:2529|ERG10|Q4WCL5|746128|Aspergillus	fumigatus|Lethal	0.0
FGRRES_09323	2038|PHI:2038|Mir1|MGG_02370|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Unaffected pathogenicity	4e-07
FGRRES_09328	1825|PHI:1825|GzZC140|I1RY88|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09329	258|PHI:258|GPABC1|CAC40023|5128|Gibberella	pulicaris|Reduced virulence	0.0
FGRRES_09331	1765|PHI:1765|GzZC080|I1RY91|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09333	1764|PHI:1764|GzZC079|Q4I0C5|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09335	3381	| FVEG_12533 | PHI:3381 | W7N2B4 | 117187 | Fusarium verticillioides | unaffected pathogenicity	7e-57
FGRRES_09336	1980|PHI:1980|GzZC295|I1RLF1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-11
FGRRES_09337	2654|PHI:2654|DUR1,2|Q59VF3|5476|Candida	albicans|Reduced virulence	2e-16
FGRRES_09339	1536|PHI:1536|GzMADS003|I1RY98|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_09341	2960|PHI:2960|frdA|C5BDL7|67780|Edwardsiella	ictaluri|Reduced virulence	5e-22
FGRRES_09342	2968|PHI:2968|Hxs1|J9VQA5|5207|Cryptococcus	neoformans|Reduced virulence	2e-87
FGRRES_09343_M	1393|PHI:1393|GzC2H056|I1RU69|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	4e-10
FGRRES_09344	504|PHI:504|LEU2|CAA42366|4932|Saccharomyces	cerevisiae|Reduced virulence	3e-40
FGRRES_09345	1613|PHI:1613|GzP53L006|I1S2J0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	5e-41
FGRRES_09351	4194	| AKT7 | PHI:4194 | V5XZS6 | 5599 | Alternaria alternata | increased virulence (Hypervirulence)	1e-28
FGRRES_09352_M	404|PHI:404|PTH11|AAD30436|318829|Magnaporthe	oryzae|Reduced virulence	1e-14
FGRRES_09353	256|PHI:256|GAS1|AAK52794|318829|Magnaporthe	oryzae|Reduced virulence	7e-23
FGRRES_09364	881|PHI:881|MGG_04556|EDJ96020|318829|Magnaporthe	oryzae|Reduced virulence	1e-117
FGRRES_09366	2898|PHI:2896|BEC1005|CCU82697|62688|Blumeria	graminis f. sp. hordei|Effector (plant avirulence determinant)	2e-26
FGRRES_09367	2240|PHI:2240|Srt1|Q4PBY9|5270|Ustilago	maydis|reduced virulence	3e-31
FGRRES_09368	1409|PHI:1409|GzC2H075|I1RYC3|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09370	404|PHI:404|PTH11|AAD30436|318829|Magnaporthe	oryzae|Reduced virulence	4e-18
FGRRES_09372	2174|PHI:2174|NMR2|MGG_02860|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Reduced virulence	2e-17
FGRRES_09373	2960|PHI:2960|frdA|C5BDL7|67780|Edwardsiella	ictaluri|Reduced virulence	2e-09
FGRRES_09376	812|PHI:812|MGG_10702|EDJ94108|318829|Magnaporthe	oryzae|Reduced virulence	5e-24
FGRRES_09378	2570|PHI:2570|CYB2|Q6FM61|5478|Candida	glabrata|Reduced virulence	3e-06
FGRRES_09380	1414|PHI:1414|GzC2H081|I1RZL0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-11
FGRRES_09382	2117|PHI:2117|SPM1|P58371|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Reduced virulence	2e-57
FGRRES_09389	1459|PHI:1459|GzAra007|I1RYE2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	9e-173
FGRRES_09396_M	3354	| rtxA1 | PHI:3354 | A0A023NA98 | 672 | Vibrio vulnificus | reduced virulence	6e-09
FGRRES_09397	19|PHI:19|NMT|AAA17547|5207|Cryptococcus	neoformans|Reduced virulence	8e-136
FGRRES_09406	1597|PHI:1597|GzOB037|I1RYF6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09408	1236|PHI:1236|FGSG_04770|I1RYF8|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	0.0
FGRRES_09410	1410|PHI:1410|GzC2H076|I1RYG0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09420_M	2084|PHI:2084|Moatg18|MGG_03139|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Reduced virulence	5e-30
FGRRES_09421	2244|PHI:2244|37865|gi|46099354|5270|Ustilago	maydis|Unaffected pathogenicity	0.0
FGRRES_09424	2321|PHI:2321|SidI|Q4WR83|746128|Aspergillus	fumigatus|Reduced virulence	2e-115
FGRRES_09435	3373	| FgSho1 | PHI:3373 | I1RYI2 | 5518 | Fusarium graminearum | reduced virulence	0.0
FGRRES_09464	1847|PHI:1847|GzZC162|I1RYK8|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09471	2058|PHI:2058|LHS1|MGG_06648.5|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Reduced virulence	1e-33
FGRRES_09475	3078	| ssnA | PHI:3078 | C5VVJ6 | 1307 | Streptococcus suis | reduced virulence	2e-68
FGRRES_09485	2611|PHI:2611|CMLE|H9C592|59765|Fusarium	oxysporum f. sp. Lycopersici|Loss of pathogenicity	0.0
FGRRES_09494	2269|PHI:2269|Mdh1|0|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	4e-56
FGRRES_09495	1299|PHI:1299|GzAT003|I1RYN7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09497	2222|PHI:2222|Sho1|XP_759303|5270|Ustilago	maydis|Mixed outcome	8e-06
FGRRES_09503_M	598|PHI:598|THIOL|ABB55459|5022|Leptosphaeria	maculans|Reduced virulence	2e-99
FGRRES_09509	1660|PHI:1660|GzCCCH004|I1S4C9|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-06
FGRRES_09512	157|PHI:157|TOXF|AAD45321|5017|Cochliobolus	carbonum|Loss of pathogenicity	5e-21
FGRRES_09513	1246|PHI:1246|FGSG_05549|I1RYQ5|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_09515	2099|PHI:2099|Pmc1|MGG_07971|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Mixed outcome	0.0
FGRRES_09518	2181|PHI:2181|MoDUO1|XP_365782|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Reduced virulence	1e-44
FGRRES_09528	2042|PHI:2042|ABC3|Q3Y5V5|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	6e-10
FGRRES_09530_M	820|PHI:820|beta-tubulin|AAA34230|5025|Venturia	inaequalis|Chemistry target	0.0
